# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04768e-05 to 26.3433 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime          17:t_g                   18:t_b                   19:t_cdm                 20:t_ur                  21:t_ncdm[0]             22:t_ncdm[1]             23:t_ncdm[2]             24:t_tot                 25:shear_ncdm[0]         26:shear_ncdm[1]         27:shear_ncdm[2]         28:cs2_ncdm[0]           29:cs2_ncdm[1]           30:cs2_ncdm[2]           31:l3_ncdm[0]            32:l3_ncdm[1]            33:l3_ncdm[2]         
       2.110521934449e-01      -4.201487010271e-02      -5.674079544832e+02      -6.523138738967e+02      -4.199982258120e-02      -1.080594894530e+00      -1.080594894530e+00      -1.080594894530e+00      -6.242540467540e+02       3.043388696115e-02       3.043388315817e-02       1.304624353943e+03       1.030560407247e+00       5.093329408395e-02      -6.951641511475e-07       1.139150241896e-06      -9.615147203166e-07       5.099195543343e-01       5.152792572812e-01      -9.463422114686e-07       1.631720053297e-03       1.631720053296e-03       1.631720053294e-03       5.010610682606e-01       1.523887997877e-03       1.523887997881e-03       1.523887997879e-03       2.461431412139e-02       2.461431412138e-02       2.461431412138e-02       3.510803886958e-02       3.510803886962e-02       3.510803886965e-02 
       2.181101310497e-01      -3.978318612723e-02      -5.672639062475e+02      -6.608470716130e+02      -3.976895658018e-02      -1.030140104940e+00      -1.030140104940e+00      -1.030140104940e+00      -6.312689659848e+02       2.881632303028e-02       2.881632033749e-02       1.321690901803e+03       1.042372347935e+00       4.823049578633e-02      -6.639440433825e-07       1.065970627064e-06      -9.401925158041e-07       5.149910876874e-01       5.211852481062e-01      -9.258615046072e-07       1.372022861133e-03       1.372022861136e-03       1.372022861140e-03       5.066822309114e-01       1.178597766526e-03       1.178597766483e-03       1.178597766494e-03       2.444407368354e-02       2.444407368353e-02       2.444407368354e-02       3.919726890060e-02       3.919726890048e-02       3.919726890043e-02 
       2.254044062525e-01      -3.775309692849e-02      -5.706189769361e+02      -6.705622199958e+02      -3.773960343170e-02      -9.728646668757e-01      -9.728646668757e-01      -9.728646668757e-01      -6.397904541446e+02       2.734568253376e-02       2.734568042113e-02       1.341121349409e+03       1.056579316338e+00       4.577142877094e-02      -6.330495503234e-07       1.005004722958e-06      -9.077245754121e-07       5.215624273193e-01       5.282887640250e-01      -8.941439267105e-07       1.399182465575e-03       1.399182465574e-03       1.399182465574e-03       5.135203389558e-01       9.800800520889e-04       9.800800520877e-04       9.800800520921e-04       2.453324079462e-02       2.453324079462e-02       2.453324079462e-02       3.070399336701e-02       3.070399336701e-02       3.070399336702e-02 
       2.329433169091e-01      -3.601468903929e-02      -5.813809203356e+02      -6.831863552309e+02      -3.600181490562e-02      -9.380857480709e-01      -9.380857480708e-01      -9.380857480708e-01      -6.518373340043e+02       2.608642408685e-02       2.608642187934e-02       1.366369764629e+03       1.076447951399e+00       4.366324831790e-02      -6.034002906927e-07       9.747765085767e-07      -8.483834969926e-07       5.314661069528e-01       5.382231402752e-01      -8.354243648849e-07       1.277669959723e-03       1.277669959749e-03       1.277669959699e-03       5.231890267633e-01       1.078768275092e-03       1.078768275065e-03       1.078768275065e-03       2.451033067111e-02       2.451033067110e-02       2.451033067110e-02       2.754706557010e-02       2.754706556949e-02       2.754706557045e-02 
       2.407357018136e-01      -3.454522429673e-02      -5.998686687717e+02      -6.991130412545e+02      -3.453286398597e-02      -9.000453453143e-01      -9.000453453140e-01      -9.000453453141e-01      -6.677822494432e+02       2.502244264419e-02       2.502244084080e-02       1.398223273410e+03       1.102608018699e+00       4.187974698206e-02      -5.753935331322e-07       9.310491078972e-07      -8.075837839919e-07       5.449636139920e-01       5.513032142179e-01      -7.951314881964e-07       1.300548057190e-03       1.300548057184e-03       1.300548057177e-03       5.359917527099e-01       9.671489361489e-04       9.671489361182e-04       9.671489361389e-04       2.450213252068e-02       2.450213252067e-02       2.450213252067e-02       2.922403275906e-02       2.922403275914e-02       2.922403275920e-02 
       2.487910458105e-01      -3.322398084098e-02      -6.222527064491e+02      -7.170240430729e+02      -3.321207968539e-02      -8.704633428525e-01      -8.704633428543e-01      -8.704633428526e-01      -6.859560949785e+02       2.406593150352e-02       2.406593026361e-02       1.434045404338e+03       1.132396896316e+00       4.027571671607e-02      -5.493199284949e-07       8.850443903594e-07      -7.749173839935e-07       5.604227994042e-01       5.661976852428e-01      -7.629153957042e-07       1.413541800554e-03       1.413541800652e-03       1.413541800549e-03       5.505854211335e-01       6.821899890914e-04       6.821899892156e-04       6.821899891068e-04       2.434222646505e-02       2.434222646506e-02       2.434222646506e-02       2.595824639688e-02       2.595824639506e-02       2.595824639699e-02 
       2.571196013502e-01      -3.189669243756e-02      -6.423627870584e+02      -7.344393819782e+02      -3.188525897387e-02      -8.400187079543e-01      -8.400187079543e-01      -8.400187079542e-01      -7.033754849510e+02       2.310429460212e-02       2.310429328699e-02       1.468876200086e+03       1.161014332273e+00       3.866450179263e-02      -5.251622604974e-07       8.629278378130e-07      -7.240965018957e-07       5.750497553883e-01       5.805064535777e-01      -7.125589458797e-07       1.135899374007e-03       1.135899374017e-03       1.135899374014e-03       5.645647133826e-01       7.973573296036e-04       7.973573296268e-04       7.973573296017e-04       2.443009159596e-02       2.443009159597e-02       2.443009159596e-02       2.390441785239e-02       2.390441785227e-02       2.390441785234e-02 
       2.657325292054e-01      -3.046136269235e-02      -6.553199022767e+02      -7.491474156682e+02      -3.045044490932e-02      -8.065428268557e-01      -8.065428268564e-01      -8.065428268555e-01      -7.174747317361e+02       2.206444634498e-02       2.206444513220e-02       1.498292381088e+03       1.184306019560e+00       3.692458068262e-02      -5.018900226323e-07       8.272313808729e-07      -6.894548601724e-07       5.865177637072e-01       5.921523313413e-01      -6.784386892016e-07       1.095208760247e-03       1.095208760332e-03       1.095208760279e-03       5.758793275270e-01       7.738479949040e-04       7.738479949216e-04       7.738479948197e-04       2.437254138576e-02       2.437254138578e-02       2.437254138576e-02       2.434649398262e-02       2.434649398154e-02       2.434649398215e-02 
       2.746420618191e-01      -2.893130924723e-02      -6.609081684671e+02      -7.607417938854e+02      -2.892094777396e-02      -7.607629811169e-01      -7.607629811169e-01      -7.607629811169e-01      -7.278857369076e+02       2.095583559489e-02       2.095583464521e-02       1.521481249054e+03       1.201645709336e+00       3.507115288615e-02      -4.790412877508e-07       7.758438501628e-07      -6.717277371106e-07       5.945835496380e-01       6.008221933878e-01      -6.612800127389e-07       1.044974921677e-03       1.044974921669e-03       1.044974921667e-03       5.842307978910e-01       6.501082511086e-04       6.501082511086e-04       6.501082511038e-04       2.433976619912e-02       2.433976619912e-02       2.433976619912e-02       2.296354506426e-02       2.296354506438e-02       2.296354506440e-02 
       2.838616937588e-01      -2.741786127335e-02      -6.640892842420e+02      -7.710859120539e+02      -2.740805003793e-02      -7.275514421933e-01      -7.275514421931e-01      -7.275514421932e-01      -7.368999146497e+02       1.985961417566e-02       1.985961298222e-02       1.542169596132e+03       1.216703259532e+00       3.323848497488e-02      -4.563592623794e-07       7.467239594448e-07      -6.322391757707e-07       6.014431386518e-01       6.083510074122e-01      -6.223538247662e-07       1.305035913200e-03       1.305035913192e-03       1.305035913196e-03       5.914662727918e-01       8.600691691005e-04       8.600691690938e-04       8.600691690970e-04       2.415327303570e-02       2.415327303570e-02       2.415327303570e-02       1.773921843493e-02       1.773921843500e-02       1.773921843498e-02 
       2.934064050687e-01      -2.604618230664e-02      -6.715960589115e+02      -7.830335901768e+02      -2.603686497809e-02      -6.917377028991e-01      -6.917377028989e-01      -6.917377028992e-01      -7.478940830868e+02       1.886586856533e-02       1.886586810276e-02       1.566065059148e+03       1.234925752601e+00       3.157600156735e-02      -4.344886963492e-07       6.927992561087e-07      -6.200518124497e-07       6.102220527418e-01       6.174622656336e-01      -6.106668299271e-07       1.173604555213e-03       1.173604555214e-03       1.173604555223e-03       6.002874231360e-01       3.667390256407e-04       3.667390256286e-04       3.667390256523e-04       2.422963543653e-02       2.422963543652e-02       2.422963543653e-02       1.799487701184e-02       1.799487701179e-02       1.799487701174e-02 
       3.032929250662e-01      -2.485850792944e-02      -6.867269428619e+02      -7.981978891558e+02      -2.484961208324e-02      -6.599864750931e-01      -6.599864750937e-01      -6.599864750938e-01      -7.627000792728e+02       1.800549752421e-02       1.800549685323e-02       1.596393758351e+03       1.259291798894e+00       3.013520437209e-02      -4.137530879238e-07       6.654052565392e-07      -5.848176037295e-07       6.225427385017e-01       6.296453235929e-01      -5.758540071738e-07       9.287018588910e-04       9.287018587988e-04       9.287018588202e-04       6.121695724750e-01       5.559076463410e-04       5.559076464605e-04       5.559076464590e-04       2.405585255117e-02       2.405585255125e-02       2.405585255125e-02       1.832158296379e-02       1.832158296454e-02       1.832158296427e-02 
       3.135400464604e-01      -2.378941456199e-02      -7.065474682157e+02      -8.156028911515e+02      -2.378089526550e-02      -6.341799280897e-01      -6.341799280897e-01      -6.341799280897e-01      -7.800670082154e+02       1.723144804722e-02       1.723144754419e-02       1.631203858122e+03       1.287813357637e+00       2.883832649833e-02      -3.941336585161e-07       6.354366386536e-07      -5.555539254580e-07       6.371580221488e-01       6.439061318544e-01      -5.469643385694e-07       1.093536165238e-03       1.093536165238e-03       1.093536165240e-03       6.261151120373e-01       4.481926504369e-04       4.481926504411e-04       4.481926504421e-04       2.403924879309e-02       2.403924879310e-02       2.403924879310e-02       1.553101058992e-02       1.553101058995e-02       1.553101058992e-02 
       3.241690028034e-01      -2.273097855126e-02      -7.243694371959e+02      -8.325347270940e+02      -2.272283535250e-02      -6.078291356631e-01      -6.078291356633e-01      -6.078291356634e-01      -7.967399024395e+02       1.646453627486e-02       1.646453583028e-02       1.665067619514e+03       1.315252137867e+00       2.755410475310e-02      -3.757997302124e-07       6.077178245770e-07      -5.278945703229e-07       6.510216372946e-01       6.576255492522e-01      -5.196813657211e-07       7.234878877952e-04       7.234878878018e-04       7.234878878050e-04       6.394924883453e-01       4.099830209036e-04       4.099830209194e-04       4.099830209294e-04       2.402216831192e-02       2.402216831193e-02       2.402216831194e-02       1.766917333928e-02       1.766917333923e-02       1.766917333923e-02 
       3.352039265337e-01      -2.162349856559e-02      -7.358042513751e+02      -8.469941136045e+02      -2.161575375536e-02      -5.799432210413e-01      -5.799432210413e-01      -5.799432210413e-01      -8.104027792612e+02       1.566241180887e-02       1.566241129437e-02       1.693986479722e+03       1.337855277974e+00       2.621209917861e-02      -3.579409384814e-07       5.871799707532e-07      -4.944527037539e-07       6.620433340911e-01       6.689271523444e-01      -4.866428436052e-07       8.958268317894e-04       8.958268317898e-04       8.958268317876e-04       6.504599384259e-01       5.141384620777e-04       5.141384620811e-04       5.141384620804e-04       2.412025139418e-02       2.412025139419e-02       2.412025139418e-02       1.346359999694e-02       1.346359999694e-02       1.346359999697e-02 
       3.466724107047e-01      -2.050363477898e-02      -7.430026344827e+02      -8.596151126852e+02      -2.049629485584e-02      -5.509211910860e-01      -5.509211910860e-01      -5.509211910862e-01      -8.219054970390e+02       1.485112109728e-02       1.485112065979e-02       1.719228562848e+03       1.356963246519e+00       2.485522549625e-02      -3.405361174157e-07       5.552284220101e-07      -4.737780864412e-07       6.711004429814e-01       6.784811568794e-01      -4.663799308024e-07       8.603020056317e-04       8.603020056210e-04       8.603020056073e-04       6.596889824390e-01       4.816288241467e-04       4.816288241486e-04       4.816288241748e-04       2.402480040609e-02       2.402480040609e-02       2.402480040611e-02       1.241041305900e-02       1.241041305910e-02       1.241041305920e-02 
       3.586062056038e-01      -1.945368890049e-02      -7.524436154235e+02      -8.730493820426e+02      -1.944672657533e-02      -5.258286683223e-01      -5.258286683224e-01      -5.258286683223e-01      -8.344198969946e+02       1.409045345474e-02       1.409045297306e-02       1.746097183975e+03       1.377682119175e+00       2.358255014550e-02      -3.236552774544e-07       5.350407504087e-07      -4.429411246484e-07       6.811572377320e-01       6.888406236623e-01      -4.359250807739e-07       6.616677405838e-04       6.616677405828e-04       6.616677405859e-04       6.697291598284e-01       5.538504421692e-04       5.538504421803e-04       5.538504421703e-04       2.408826475756e-02       2.408826475757e-02       2.408826475756e-02       1.400076111640e-02       1.400076111643e-02       1.400076111638e-02 
       3.710420929195e-01      -1.850898583988e-02      -7.677675419136e+02      -8.890260550698e+02      -1.850235994232e-02      -5.008697231120e-01      -5.008697231120e-01      -5.008697231118e-01      -8.499253448555e+02       1.340634348328e-02       1.340634331548e-02       1.778050609267e+03       1.403225376576e+00       2.243721871925e-02      -3.074258697496e-07       4.928427454868e-07      -4.361133588061e-07       6.939825712639e-01       7.016122588531e-01      -4.294348646807e-07       8.028339393263e-04       8.028339393301e-04       8.028339393351e-04       6.821783409352e-01       2.094512750815e-04       2.094512750836e-04       2.094512750840e-04       2.390020184797e-02       2.390020184796e-02       2.390020184794e-02       1.061372748064e-02       1.061372748060e-02       1.061372748055e-02 
       3.840229965288e-01      -1.762401090855e-02      -7.855801213845e+02      -9.063321250625e+02      -1.761769957964e-02      -4.776026671357e-01      -4.776026671358e-01      -4.776026671355e-01      -8.669055090845e+02       1.276536474397e-02       1.276536438636e-02       1.812662824214e+03       1.431172264775e+00       2.136393532661e-02      -2.920717294775e-07       4.837190543584e-07      -3.988596115411e-07       7.080970682688e-01       7.155857398913e-01      -3.924961362366e-07       7.508997148269e-04       7.508997148339e-04       7.508997148024e-04       6.958080227293e-01       4.751276135497e-04       4.751276135640e-04       4.751276135244e-04       2.401125220848e-02       2.401125220849e-02       2.401125220846e-02       9.410568514068e-03       9.410568514004e-03       9.410568514215e-03 
       3.975994129291e-01      -1.673698650817e-02      -8.000969758067e+02      -9.225759805055e+02      -1.673099275514e-02      -4.548775515819e-01      -4.548775515817e-01      -4.548775515814e-01      -8.825086712339e+02       1.212281404682e-02       1.212281377107e-02       1.845150606929e+03       1.456926023601e+00       2.028854151072e-02      -2.773587056426e-07       4.558958605218e-07      -3.822236320507e-07       7.208548850076e-01       7.284626356202e-01      -3.761802575454e-07       6.670237758445e-04       6.670237760553e-04       6.670237759492e-04       7.083297593353e-01       3.953533111890e-04       3.953533111125e-04       3.953533111485e-04       2.389805156634e-02       2.389805156628e-02       2.389805156628e-02       9.761647910371e-03       9.761647908772e-03       9.761647909754e-03 
       4.118312799141e-01      -1.584669567936e-02      -8.109833145358e+02      -9.374777393769e+02      -1.584102221031e-02      -4.297584346441e-01      -4.297584346441e-01      -4.297584346442e-01      -8.964530660669e+02       1.147796334364e-02       1.147796322742e-02       1.874954194632e+03       1.480012642169e+00       1.920967497935e-02      -2.630294812772e-07       4.231354182992e-07      -3.716721253996e-07       7.320569816334e-01       7.400059551313e-01      -3.659530263453e-07       7.626501393222e-04       7.626501393090e-04       7.626501393318e-04       7.195220211262e-01       1.824818440690e-04       1.824818440632e-04       1.824818440799e-04       2.393674619431e-02       2.393674619431e-02       2.393674619432e-02       7.725011923926e-03       7.725011924013e-03       7.725011923877e-03 
       4.267904560512e-01      -1.499637237212e-02      -8.232682328697e+02      -9.529664790169e+02      -1.499100394411e-02      -4.090695865525e-01      -4.090695865524e-01      -4.090695865524e-01      -9.110942276164e+02       1.086200094726e-02       1.086200074739e-02       1.905931741859e+03       1.504213407078e+00       1.817893213520e-02      -2.491111817613e-07       4.106128792331e-07      -3.421317407180e-07       7.439334535093e-01       7.521063668182e-01      -3.367206654062e-07       6.601898297284e-04       6.601898297407e-04       6.601898297364e-04       7.312713194618e-01       3.236951665770e-04       3.236951665657e-04       3.236951665620e-04       2.400038858270e-02       2.400038858269e-02       2.400038858269e-02       8.326162244845e-03       8.326162244780e-03       8.326162244800e-03 
       4.425640671506e-01      -1.420238296059e-02      -8.394690434375e+02      -9.702496561418e+02      -1.419729794988e-02      -3.882489893418e-01      -3.882489893418e-01      -3.882489893419e-01      -9.278105570708e+02       1.028686291532e-02       1.028686278754e-02       1.940498161598e+03       1.531768473839e+00       1.721616941985e-02      -2.356978080719e-07       3.875695444878e-07      -3.246500589024e-07       7.577077760090e-01       7.658839173959e-01      -3.195238814105e-07       5.204220152432e-04       5.204220152390e-04       5.204220152403e-04       7.446868209216e-01       2.405949925543e-04       2.405949925569e-04       2.405949925650e-04       2.409561303033e-02       2.409561303033e-02       2.409561303034e-02       7.818050565887e-03       7.818050565919e-03       7.818050565893e-03 
       4.592591088003e-01      -1.343450968167e-02      -8.560245093384e+02      -9.881783725978e+02      -1.342969908510e-02      -3.661119057822e-01      -3.661119057822e-01      -3.661119057821e-01      -9.451131754306e+02       9.730702748608e-03       9.730702656021e-03       1.976355657475e+03       1.560305718298e+00       1.628525629697e-02      -2.227991992202e-07       3.580205213061e-07      -3.152270844691e-07       7.719196184676e-01       7.801525487719e-01      -3.103770762017e-07       5.228868480111e-04       5.228868479985e-04       5.228868479869e-04       7.585749441413e-01       1.777403843417e-04       1.777403843371e-04       1.777403843328e-04       2.367736542644e-02       2.367736542644e-02       2.367736542644e-02       8.208531243916e-03       8.208531244021e-03       8.208531244125e-03 
       4.770089109528e-01      -1.266826856462e-02      -8.700270947819e+02      -1.005383683034e+03      -1.266373282945e-02      -3.480863209867e-01      -3.480863209868e-01      -3.480863209868e-01      -9.614311937001e+02       9.175741566367e-03       9.175741473900e-03       2.010766339739e+03       1.587275886445e+00       1.535659484603e-02      -2.102245830561e-07       3.452308483118e-07      -2.900153305689e-07       7.851601904167e-01       7.936376577798e-01      -2.854428985905e-07       6.639069751169e-04       6.639069751110e-04       6.639069751123e-04       7.716737944548e-01       1.873310602663e-04       1.873310602783e-04       1.873310602758e-04       2.398804561268e-02       2.398804561269e-02       2.398804561269e-02       5.728774975180e-03       5.728774975221e-03       5.728774975203e-03 
       4.959824355485e-01      -1.192328668979e-02      -8.848247754406e+02      -1.023120115313e+03      -1.191901789966e-02      -3.257891847954e-01      -3.257891847954e-01      -3.257891847954e-01      -9.783080359972e+02       8.636126164198e-03       8.636126127981e-03       2.046239264327e+03       1.615152262274e+00       1.445353923252e-02      -1.979280648880e-07       3.180909811005e-07      -2.799963520423e-07       7.989047488237e-01       8.075758554436e-01      -2.756932119572e-07       6.325347932730e-04       6.325347932683e-04       6.325347932701e-04       7.852187691715e-01       8.222323810351e-05       8.222323810229e-05       8.222323810039e-05       2.389872627902e-02       2.389872627902e-02       2.389872627901e-02       4.543410506311e-03       4.543410506339e-03       4.543410506312e-03 
       5.163980135872e-01      -1.121003181303e-02      -9.024818687365e+02      -1.042588474304e+03      -1.120601807412e-02      -3.079630890492e-01      -3.079630890489e-01      -3.079630890490e-01      -9.970479781887e+02       8.119380338950e-03       8.119380323773e-03       2.085176040383e+03       1.646065052542e+00       1.358861955678e-02      -1.860340667696e-07       2.986473079729e-07      -2.635012731632e-07       8.142839277444e-01       8.230322668159e-01      -2.594548932445e-07       2.192799575782e-04       2.192799576240e-04       2.192799576264e-04       8.002535112147e-01       3.673953606874e-05       3.673953602972e-05       3.673953603651e-05       2.386045409946e-02       2.386045409942e-02       2.386045409943e-02       6.621501153870e-03       6.621501153505e-03       6.621501153518e-03 
       5.385442775424e-01      -1.050292347276e-02      -9.195773198630e+02      -1.062425928562e+03      -1.049916294062e-02      -2.888413821656e-01      -2.888413821653e-01      -2.888413821654e-01      -1.016006934635e+03       7.607286946287e-03       7.607286876936e-03       2.124851006234e+03       1.677369394674e+00       1.273159179149e-02      -1.742895468218e-07       2.855508649586e-07      -2.411088356372e-07       8.297547892528e-01       8.386844600192e-01      -2.373177751312e-07       4.418487359642e-04       4.418487359575e-04       4.418487359629e-04       8.154739357573e-01       1.774867876470e-04       1.774867876366e-04       1.774867876363e-04       2.382213818650e-02       2.382213818649e-02       2.382213818649e-02       4.896802758595e-03       4.896802758651e-03       4.896802758627e-03 
       5.628132168639e-01      -9.803187766425e-03      -9.371049115084e+02      -1.083091062328e+03      -9.799677881168e-03      -2.699534822073e-01      -2.699534822072e-01      -2.699534822072e-01      -1.035714200577e+03       7.100473554925e-03       7.100473554651e-03       2.166181330305e+03       1.709914644794e+00       1.188341378625e-02      -1.627082335741e-07       2.590874434296e-07      -2.325755326076e-07       8.458223033478e-01       8.549570933596e-01      -2.290372570712e-07       4.838862948161e-04       4.838862948091e-04       4.838862948067e-04       8.312919605187e-01       1.228500730943e-06       1.228500726417e-06       1.228500725696e-06       2.374874703383e-02       2.374874703382e-02       2.374874703382e-02       3.875223321707e-03       3.875223321731e-03       3.875223321754e-03 
       5.897545958354e-01      -9.114211225130e-03      -9.569790795053e+02      -1.105621273691e+03      -9.110947892633e-03      -2.530565216381e-01      -2.530565216381e-01      -2.530565216381e-01      -1.057316387693e+03       6.601433570703e-03       6.601433527545e-03       2.211241809023e+03       1.745566647266e+00       1.104818534299e-02      -1.512391067468e-07       2.491449317291e-07      -2.078622372863e-07       8.634986190206e-01       8.727831190605e-01      -2.045723880605e-07       4.266641870276e-04       4.266641870323e-04       4.266641870272e-04       8.486296259790e-01       1.405669115444e-04       1.405669115502e-04       1.405669115494e-04       2.379512246917e-02       2.379512246918e-02       2.379512246917e-02       4.197340428343e-03       4.197340428324e-03       4.197340428345e-03 
       6.201700268272e-01      -8.420796550807e-03      -9.775438083437e+02      -1.129615786605e+03      -8.417781565834e-03      -2.335564087629e-01      -2.335564087629e-01      -2.335564087629e-01      -1.080231165217e+03       6.099175375547e-03       6.099175328486e-03       2.259230890904e+03       1.783403996635e+00       1.020761899233e-02      -1.397574611656e-07       2.322171322128e-07      -1.900946775856e-07       8.821945319914e-01       8.917018112621e-01      -1.870552514556e-07       3.698012108166e-04       3.698012108205e-04       3.698012108198e-04       8.670203877505e-01       1.648714241841e-04       1.648714241828e-04       1.648714241824e-04       2.389292783970e-02       2.389292783970e-02       2.389292783969e-02       3.003281854343e-03       3.003281854311e-03       3.003281854333e-03 
       6.552852453594e-01      -7.720454512701e-03      -1.000726348024e+03      -1.156241327996e+03      -7.717690252140e-03      -2.149338320292e-01      -2.149338320289e-01      -2.149338320291e-01      -1.105713782733e+03       5.591880861720e-03       5.591880819839e-03       2.312482030423e+03       1.825469352550e+00       9.358597320678e-03      -1.281362998882e-07       2.137457874028e-07      -1.734498236490e-07       9.030201281870e-01       9.127345056119e-01      -1.706631131467e-07       1.939548829122e-04       1.939548829449e-04       1.939548829115e-04       8.874703880856e-01       1.655420584946e-04       1.655420584753e-04       1.655420584916e-04       2.383768919016e-02       2.383768919015e-02       2.383768919015e-02       3.548948258972e-03       3.548948258602e-03       3.548948258978e-03 
       6.970876733126e-01      -6.998994242849e-03      -1.026598883867e+03      -1.186206199043e+03      -6.996488303259e-03      -1.944916959144e-01      -1.944916959147e-01      -1.944916959146e-01      -1.134359332025e+03       5.069344549533e-03       5.069344545540e-03       2.372411830984e+03       1.872763159433e+00       8.484081348957e-03      -1.161603670127e-07       1.855844295697e-07      -1.654229511106e-07       9.264096789781e-01       9.363814168198e-01      -1.628966714600e-07       2.783760211812e-04       2.783760210836e-04       2.783760210769e-04       9.104632429511e-01       2.246887364152e-05       2.246887366724e-05       2.246887365041e-05       2.350568200251e-02       2.350568200255e-02       2.350568200251e-02       2.761937048943e-03       2.761937049417e-03       2.761937049446e-03 
       7.490407825817e-01      -6.241326571182e-03      -1.057047451292e+03      -1.221334240517e+03      -6.239091899757e-03      -1.729507349033e-01      -1.729507349033e-01      -1.729507349033e-01      -1.167958699533e+03       4.520563025178e-03       4.520563007296e-03       2.442667975331e+03       1.928231944111e+00       7.565634916438e-03      -1.035836338162e-07       1.672068072764e-07      -1.457969155964e-07       9.538548566749e-01       9.641158285112e-01      -1.435440946013e-07       2.433617747225e-04       2.433617747217e-04       2.433617747252e-04       9.374302205570e-01       8.709174732165e-05       8.709174731830e-05       8.709174732144e-05       2.337869611662e-02       2.337869611661e-02       2.337869611662e-02       1.994603052807e-03       1.994603052781e-03       1.994603052767e-03 
       8.177173242919e-01      -5.422087654089e-03      -1.094425722339e+03      -1.264494916013e+03      -5.420146305994e-03      -1.512773049511e-01      -1.512773049511e-01      -1.512773049511e-01      -1.209236223163e+03       3.927179244841e-03       3.927179237484e-03       2.528989392688e+03       1.996377345135e+00       6.572543389991e-03      -8.999023950653e-08       1.462342250232e-07      -1.256936155395e-07       9.875691478044e-01       9.981885488311e-01      -1.237364935571e-07       1.649281814729e-04       1.649281814688e-04       1.649281814753e-04       9.705589917287e-01       4.523086940231e-05       4.523086940385e-05       4.523086940148e-05       2.361062358411e-02       2.361062358412e-02       2.361062358411e-02       1.502462104879e-03       1.502462104885e-03       1.502462104866e-03 
       9.166554702246e-01      -4.508128990591e-03      -1.143488107646e+03      -1.321149558132e+03      -4.506514872337e-03      -1.275326272860e-01      -1.275326272860e-01      -1.275326272860e-01      -1.263418727423e+03       3.265209243080e-03       3.265209242585e-03       2.642298751000e+03       2.085827765863e+00       5.464665996789e-03      -7.481757883156e-08       1.226203263479e-07      -1.034596497234e-07       1.031823302598e+00       1.042913781099e+00      -1.018324104127e-07       2.218335131649e-04       2.218335131857e-04       2.218335131594e-04       1.014047781505e+00       6.207007787508e-06       6.207007785678e-06       6.207007787151e-06       2.374364220965e-02       2.374364220964e-02       2.374364220965e-02       1.394725396732e-03       1.394725396667e-03       1.394725396753e-03 
       1.073396396612e+00      -3.484648497637e-03      -1.212031108648e+03      -1.400302754264e+03      -3.483400825059e-03      -9.720832677156e-02      -9.720832677157e-02      -9.720832677155e-02      -1.339117660675e+03       2.523913404826e-03       2.523913407973e-03       2.800605226209e+03       2.210800054270e+00       4.224029103527e-03      -5.782773416492e-08       9.032444363156e-08      -8.441657903419e-08       1.093650661404e+00       1.105399943976e+00      -8.315875880912e-08       3.057988595251e-04       3.057988595542e-04       3.057988594852e-04       1.074806503035e+00      -3.153669637207e-05      -3.153669636463e-05      -3.153669637482e-05       2.333960531772e-02       2.333960531774e-02       2.333960531769e-02       1.624109857244e-04       1.624109856621e-04       1.624109857893e-04 
       1.322343180871e+00      -2.469747643833e-03      -1.303722397498e+03      -1.506190690103e+03      -2.468863355270e-03      -6.954805566640e-02      -6.954805566639e-02      -6.954805566640e-02      -1.440384417631e+03       1.788817503095e-03       1.788817499361e-03       3.012381180104e+03       2.377982571340e+00       2.993769116887e-03      -4.098695225453e-08       6.861343733536e-08      -5.523890455531e-08       1.176359610809e+00       1.188991231322e+00      -5.434741959821e-08       1.772399934008e-04       1.772399934050e-04       1.772399934078e-04       1.156082696628e+00       5.787930752277e-05       5.787930752264e-05       5.787930752314e-05       2.354346009984e-02       2.354346009984e-02       2.354346009985e-02       2.506325845371e-04       2.506325845247e-04       2.506325845134e-04 
