# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04811e-05 to 26.3542 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime       17:delta_shift_over_w_Nb    18:t_g                   19:t_b                   20:t_cdm                 21:t_ur                  22:t_ncdm[0]             23:t_ncdm[1]             24:t_ncdm[2]             25:t_tot                 26:shear_ncdm[0]         27:shear_ncdm[1]         28:shear_ncdm[2]         29:cs2_ncdm[0]           30:cs2_ncdm[1]           31:cs2_ncdm[2]           32:l3_ncdm[0]            33:l3_ncdm[1]            34:l3_ncdm[2]         
       4.127888304325e-01      -1.609863820271e-02      -8.275665967520e+02      -9.550965232404e+02      -1.609282611398e-02      -4.701456790198e-02      -4.701456790195e-02      -4.701456790204e-02      -9.227124537552e+02       1.177597514796e-02       1.177597505284e-02       1.910192160022e+03       1.518295238975e+00       1.967647549972e-02      -1.818169477046e-07       1.372900855407e-07      -1.477430853969e-04      -5.512939617837e-07       7.510940689641e-01       7.591470740368e-01      -5.454508294782e-07      -5.918139451661e-06      -5.918139446835e-06      -5.918139441602e-06       7.449507021294e-01       2.950996643097e-04       2.950996642889e-04       2.950996643345e-04       1.650298495429e-01       1.650298495428e-01       1.650298495431e-01       9.764066577029e-04       9.764066576721e-04       9.764066576530e-04 
       4.277804487166e-01      -1.523602505884e-02      -8.401646718565e+02      -9.709443612335e+02      -1.523052500613e-02      -4.470291746602e-02      -4.470291746599e-02      -4.470291746648e-02      -9.378508372895e+02       1.114495407347e-02       1.114495423201e-02       1.941887882615e+03       1.543233785682e+00       1.862224229868e-02      -1.722571927330e-07       1.136560837294e-07      -1.399754187146e-04      -5.223004835666e-07       7.633346144790e-01       7.716163760692e-01      -5.167716013927e-07      -9.077444315419e-05      -9.077444320855e-05      -9.077444323619e-05       7.571716377057e-01      -5.702528098448e-04      -5.702528098529e-04      -5.702528097393e-04       1.649121450612e-01       1.649121450613e-01       1.649121450612e-01       5.295419096069e-04       5.295419098870e-04       5.295419100498e-04 
       4.435877347329e-01      -1.442997794456e-02      -8.566946775261e+02      -9.885956321993e+02      -1.442476803519e-02      -4.427429350429e-02      -4.427429350455e-02      -4.427429350425e-02      -9.550911540432e+02       1.055533796966e-02       1.055533788531e-02       1.977190470145e+03       1.571559478774e+00       1.763685080755e-02      -1.629054047418e-07       1.315011576673e-07      -1.323756857331e-04      -4.939542129292e-07       7.774912184185e-01       7.857792506708e-01      -4.887162251992e-07      -1.868604123005e-04      -1.868604123069e-04      -1.868604123026e-04       7.710906085346e-01       3.219913208742e-04       3.219913209403e-04       3.219913208571e-04       1.676859703776e-01       1.676859703776e-01       1.676859703775e-01       7.729967199812e-04       7.729967200302e-04       7.729967199873e-04 
       4.603177470000e-01      -1.365065697818e-02      -8.736335429143e+02      -1.006921692354e+03      -1.364572787385e-02      -4.227843992615e-02      -4.227843992618e-02      -4.227843992607e-02      -9.729566806206e+02       9.985376604632e-03       9.985376608262e-03       2.013842634287e+03       1.600927199028e+00       1.668438385757e-02      -1.539144605174e-07       1.193360732010e-07      -1.250703453167e-04      -4.666995119140e-07       7.921177319067e-01       8.004631377706e-01      -4.617433652933e-07       2.700412554676e-04       2.700412555547e-04       2.700412554939e-04       7.855184732851e-01      -4.241478639275e-06      -4.241478603898e-06      -4.241478663871e-06       1.674721448945e-01       1.674721448948e-01       1.674721448944e-01      -1.037548484877e-03      -1.037548485222e-03      -1.037548484978e-03 
       4.781038734571e-01      -1.287353705788e-02      -8.880231282649e+02      -1.024533910868e+03      -1.286888908766e-02      -3.828920673606e-02      -3.828920673602e-02      -3.828920673599e-02      -9.898394871925e+02       9.416871316882e-03       9.416871242323e-03       2.049067113253e+03       1.628736238252e+00       1.573459395464e-02      -1.453129265614e-07       1.119763529521e-07      -1.180803566662e-04      -4.406117684938e-07       8.057756954767e-01       8.143676831871e-01      -4.359387616207e-07       1.359951862816e-04       1.359951862777e-04       1.359951862699e-04       7.991468947393e-01       2.796183131419e-04       2.796183131312e-04       2.796183131171e-04       1.642789368823e-01       1.642789368823e-01       1.642789368822e-01       5.800132254598e-05       5.800132256548e-05       5.800132259779e-05 
       4.971151196279e-01      -1.211767582382e-02      -9.031883781255e+02      -1.042680269673e+03      -1.211330099735e-02      -3.572775453933e-02      -3.572775453928e-02      -3.572775453923e-02      -1.007285819481e+03       8.863906439437e-03       8.863906432810e-03       2.085359872055e+03       1.657456833291e+00       1.481069667851e-02      -1.368640743482e-07       9.905656901221e-08      -1.112149416300e-04      -4.149904509239e-07       8.199381548856e-01       8.287280060530e-01      -4.105922547278e-07      -1.665849725683e-04      -1.665849725695e-04      -1.665849725802e-04       8.132294127352e-01       4.985362385462e-05       4.985362384617e-05       4.985362383155e-05       1.640823492955e-01       1.640823492956e-01       1.640823492955e-01       1.594005399179e-03       1.594005399176e-03       1.594005399206e-03 
       5.175698278496e-01      -1.139333412551e-02      -9.212335199500e+02      -1.062570136468e+03      -1.138922040170e-02      -3.446387275633e-02      -3.446387275638e-02      -3.446387275627e-02      -1.026624381043e+03       8.334126025152e-03       8.334125963751e-03       2.125139646187e+03       1.689251561218e+00       1.392540011312e-02      -1.285485273258e-07       1.008727860329e-07      -1.044582690262e-04      -3.897816089728e-07       8.357557456057e-01       8.446253949633e-01      -3.856455654363e-07       1.723835608321e-04       1.723835608192e-04       1.723835608159e-04       8.288457226658e-01       3.334510354024e-04       3.334510354205e-04       3.334510353922e-04       1.622114887032e-01       1.622114887034e-01       1.622114887033e-01      -4.116259866000e-04      -4.116259865455e-04      -4.116259865451e-04 
       5.397565757188e-01      -1.067592775566e-02      -9.387629655014e+02      -1.082863607876e+03      -1.067207312254e-02      -3.287421112871e-02      -3.287421112860e-02      -3.287421112867e-02      -1.046221498946e+03       7.809336735178e-03       7.809336742682e-03       2.165726628379e+03       1.721501047469e+00       1.304854639627e-02      -1.204729053250e-07       9.216401507784e-08      -9.789560630057e-05      -3.652942012089e-07       8.516973310406e-01       8.607501623159e-01      -3.614187046604e-07       1.550734912532e-04       1.550734912527e-04       1.550734912468e-04       8.446668901312e-01      -6.065797993773e-05      -6.065797998198e-05      -6.065797995432e-05       1.681558792922e-01       1.681558792920e-01       1.681558792922e-01      -8.541422924177e-04      -8.541422924262e-04      -8.541422924125e-04 
       5.640671655269e-01      -9.965826871035e-03      -9.567203544667e+02      -1.103999116870e+03      -9.962228751232e-03      -3.142151993117e-02      -3.142151993119e-02      -3.142151993116e-02      -1.066586315851e+03       7.289886448237e-03       7.289886483817e-03       2.207997685241e+03       1.755019756388e+00       1.218062847645e-02      -1.124994313629e-07       8.547182987323e-08      -9.141652981929e-05      -3.411157752674e-07       8.682476751140e-01       8.775095406957e-01      -3.374982877980e-07       4.987337519122e-05       4.987337517834e-05       4.987337518783e-05       8.611073342389e-01      -1.916593328202e-04      -1.916593328177e-04      -1.916593328249e-04       1.685230939803e-01       1.685230939802e-01       1.685230939803e-01      -1.017522217039e-04      -1.017522216539e-04      -1.017522216974e-04 
       5.910509094168e-01      -9.266506321195e-03      -9.770601783999e+02      -1.127030531692e+03      -9.263160562892e-03      -2.746552892878e-02      -2.746552892883e-02      -2.746552892866e-02      -1.088895012616e+03       6.778328730575e-03       6.778328710555e-03       2.254060553539e+03       1.791715337511e+00       1.132583841595e-02      -1.045713023875e-07       7.852074498500e-08      -8.497428042636e-05      -3.170777923254e-07       8.864428251722e-01       8.958573550415e-01      -3.137139030841e-07      -7.686587749062e-05      -7.686587749625e-05      -7.686587749596e-05       8.791174193836e-01       1.375144282492e-04       1.375144282663e-04       1.375144282064e-04       1.647305213858e-01       1.647305213860e-01       1.647305213856e-01       2.140650590941e-04       2.140650591153e-04       2.140650591234e-04 
       6.215084245238e-01      -8.562731589063e-03      -9.981263914592e+02      -1.151562796619e+03      -8.559640002221e-03      -2.519497732856e-02      -2.519497732856e-02      -2.519497732852e-02      -1.112566546134e+03       6.263518410392e-03       6.263518415710e-03       2.303125122017e+03       1.830671464683e+00       1.046566102840e-02      -9.664974120441e-08       6.844546095800e-08      -7.853687038237e-05      -2.930575100536e-07       9.056948314465e-01       9.153354423925e-01      -2.899492277024e-07      -9.026164383449e-05      -9.026164382516e-05      -9.026164384060e-05       8.982281154231e-01      -6.125058963639e-05      -6.125058964323e-05      -6.125058964447e-05       1.619054055342e-01       1.619054055341e-01       1.619054055342e-01       4.600171453228e-04       4.600171452901e-04       4.600171453456e-04 
       6.566632936150e-01      -7.851843698356e-03      -1.021855855810e+03      -1.178779327110e+03      -7.849008720468e-03      -2.344281688723e-02      -2.344281688724e-02      -2.344281688719e-02      -1.138882546680e+03       5.743542767451e-03       5.743542760342e-03       2.357558222243e+03       1.873967790321e+00       9.596827225002e-03      -8.860013375447e-08       6.733202322779e-08      -7.199605638561e-05      -2.686507191386e-07       9.271320004359e-01       9.369836293602e-01      -2.658003908488e-07       2.057230652431e-04       2.057230652291e-04       2.057230652507e-04       9.194766954309e-01       6.967986689181e-05       6.967986689784e-05       6.967986688940e-05       1.678461681430e-01       1.678461681432e-01       1.678461681432e-01      -3.234183675703e-04      -3.234183675311e-04      -3.234183676079e-04 
       6.984981847184e-01      -7.119760863683e-03      -1.048346518904e+03      -1.209408292854e+03      -7.117190235442e-03      -2.246971046497e-02      -2.246971046483e-02      -2.246971046492e-02      -1.168465594219e+03       5.208009537970e-03       5.208009524609e-03       2.418816193951e+03       1.922646322702e+00       8.702012608989e-03      -8.035104795666e-08       6.565451205791e-08      -6.529284415867e-05      -2.436376726230e-07       9.512096916308e-01       9.613229202980e-01      -2.410531378276e-07      -1.614552168535e-05      -1.614552168941e-05      -1.614552167804e-05       9.433585578609e-01       1.141545173375e-04       1.141545172797e-04       1.141545173058e-04       1.670772000155e-01       1.670772000150e-01       1.670772000151e-01       1.960986736643e-04       1.960986736571e-04       1.960986736339e-04 
       7.504656020782e-01      -6.350883772304e-03      -1.079497585455e+03      -1.245290426566e+03      -6.348590736591e-03      -1.747417446923e-02      -1.747417446920e-02      -1.747417446923e-02      -1.203140157450e+03       4.645591820533e-03       4.645591840244e-03       2.490580503714e+03       1.979699187457e+00       7.762270871062e-03      -7.166701189116e-08       4.307585857619e-08      -5.823626806158e-05      -2.173064832758e-07       9.794422722417e-01       9.898493787276e-01      -2.150010314081e-07       8.260659392713e-05       8.260659392296e-05       8.260659392920e-05       9.713536715410e-01      -2.082181051819e-04      -2.082181051963e-04      -2.082181051819e-04       1.604861713313e-01       1.604861713313e-01       1.604861713315e-01      -3.295415108592e-04      -3.295415108535e-04      -3.295415108652e-04 
       8.191117612214e-01      -5.519711693425e-03      -1.117722999616e+03      -1.289360285580e+03      -5.517718762131e-03      -1.599949225728e-02      -1.599949225739e-02      -1.599949225768e-02      -1.245721796254e+03       4.037580089327e-03       4.037580098712e-03       2.578720267448e+03       2.049763131243e+00       6.746348198096e-03      -6.229286828575e-08       4.202099091468e-08      -5.061869781813e-05      -1.888823385917e-07       1.014110102073e+00       1.024881378743e+00      -1.868786098535e-07      -1.833628073275e-04      -1.833628073807e-04      -1.833628073393e-04       1.005729496778e+00      -1.301988535708e-04      -1.301988535101e-04      -1.301988533677e-04       1.639173551223e-01       1.639173551233e-01       1.639173551255e-01      -8.664554220288e-05      -8.664554207711e-05      -8.664554219108e-05 
       9.179118524169e-01      -4.592498725637e-03      -1.167864993039e+03      -1.347170841187e+03      -4.590840559874e-03      -1.474133756002e-02      -1.474133755999e-02      -1.474133755999e-02      -1.301579837670e+03       3.359350125265e-03       3.359350123576e-03       2.694341429715e+03       2.141672251662e+00       5.613099112917e-03      -5.182132951537e-08       4.261123500396e-08      -4.210965675426e-05      -1.571311424366e-07       1.059586396853e+00       1.070835970367e+00      -1.554639872079e-07       7.915692804619e-05       7.915692804133e-05       7.915692803820e-05       1.050828214974e+00       9.059593293802e-06       9.059593286491e-06       9.059593286364e-06       1.692179778864e-01       1.692179778864e-01       1.692179778864e-01       2.211753716801e-04       2.211753716925e-04       2.211753717002e-04 
       1.074316679919e+00      -3.553611679606e-03      -1.237899224718e+03      -1.427918541788e+03      -3.552328612649e-03      -1.114663128641e-02      -1.114663128645e-02      -1.114663128642e-02      -1.379599977253e+03       2.599411026494e-03       2.599411022570e-03       2.855836888071e+03       2.270047189149e+00       4.343323785491e-03      -4.009904379348e-08       3.202440176673e-08      -3.258425532769e-05      -1.215871602019e-07       1.123105231335e+00       1.135023474277e+00      -1.202971321817e-07      -7.518458777963e-05      -7.518458778020e-05      -7.518458784641e-05       1.113816059303e+00       6.472285997583e-05       6.472285999326e-05       6.472285998587e-05       1.623131117362e-01       1.623131117365e-01       1.623131117365e-01       2.243092482162e-04       2.243092482152e-04       2.243092483309e-04 
       1.322958905374e+00      -2.520912209772e-03      -1.331718964267e+03      -1.536094091684e+03      -2.520002005155e-03      -8.461090327265e-03      -8.461090327250e-03      -8.461090327266e-03      -1.484121008141e+03       1.844008942166e-03       1.844008942535e-03       3.072188044689e+03       2.442027106923e+00       3.081130272771e-03      -2.844358834804e-08       2.402257313879e-08      -2.311306264115e-05      -8.624590956697e-08       1.208198383365e+00       1.221013468131e+00      -8.533076277198e-08       6.352119465358e-05       6.352119467810e-05       6.352119466338e-05       1.198201388249e+00      -1.977488356625e-05      -1.977488358284e-05      -1.977488356752e-05       1.720795921267e-01       1.720795921266e-01       1.720795921267e-01      -3.852571491267e-04      -3.852571491455e-04      -3.852571491390e-04 
       1.662874177797e+00      -1.720660226472e-03      -1.436098077421e+03      -1.656450050548e+03      -1.720038962688e-03      -5.958996669991e-03      -5.958996669989e-03      -5.958996669994e-03      -1.600410263387e+03       1.258632579535e-03       1.258632580022e-03       3.312900006437e+03       2.633370895860e+00       2.103031728050e-03      -1.941486442511e-08       1.686432705533e-08      -1.577638435703e-05      -5.886923306907e-08       1.302870755293e+00       1.316685389686e+00      -5.824459351795e-08      -1.223585530424e-04      -1.223585530572e-04      -1.223585530630e-04       1.292085061857e+00      -1.873735663501e-05      -1.873735663501e-05      -1.873735663344e-05       1.716703903610e-01       1.716703903609e-01       1.716703903610e-01       1.211621937219e-04       1.211621937390e-04       1.211621937501e-04 
       2.093385681429e+00      -1.166066551288e-03      -1.542406630247e+03      -1.779034168041e+03      -1.165645530392e-03      -3.190049152281e-03      -3.190049152285e-03      -3.190049152258e-03      -1.718851944039e+03       8.529555358817e-04       8.529555351221e-04       3.558068271933e+03       2.828256729583e+00       1.425191134480e-03      -1.315724133461e-08       9.877923223928e-09      -1.069147725942e-05      -3.989503386101e-08       1.399293048945e+00       1.414128325320e+00      -3.947172401588e-08      -1.861226745979e-04      -1.861226745903e-04      -1.861226745869e-04       1.387707238632e+00       5.997279939308e-05       5.997279939554e-05       5.997279939213e-05       1.621311844790e-01       1.621311844787e-01       1.621311844798e-01      -6.545334723318e-05      -6.545334723878e-05      -6.545334725814e-05 
       2.635416253832e+00      -7.869305314834e-04      -1.649743754764e+03      -1.902811761197e+03      -7.866464027571e-04      -2.539240147322e-03      -2.539240147173e-03      -2.539240147195e-03      -1.838445807226e+03       5.756238954695e-04       5.756238954430e-04       3.805623479102e+03       3.025038941890e+00       9.618014918628e-04      -8.879364485146e-09       7.480273917080e-09      -7.215315215517e-06      -2.692376740304e-08       1.496649537922e+00       1.512519444307e+00      -2.663809345467e-08      -2.056334720023e-04      -2.056334717727e-04      -2.056334717931e-04       1.484259669710e+00       1.023898322375e-05       1.023898316886e-05       1.023898318427e-05       1.709537163903e-01       1.709537163839e-01       1.709537163849e-01       1.757750547874e-04       1.757750546393e-04       1.757750546474e-04 
       3.317792492515e+00      -5.290831981148e-04      -1.757951663374e+03      -2.027601194777e+03      -5.288921688603e-04      -1.549321022041e-03      -1.549321022056e-03      -1.549321022042e-03      -1.959016297682e+03       3.870134257462e-04       3.870134257403e-04       4.055202360447e+03       3.223429002486e+00       6.466549902179e-04      -5.970005287187e-09       4.273590437178e-09      -4.851186711068e-06      -1.810208448206e-08       1.594794962357e+00       1.611714483333e+00      -1.791001612305e-08      -9.662484040735e-05      -9.662484041140e-05      -9.662484038637e-05       1.581600981446e+00      -1.329716312408e-06      -1.329716308412e-06      -1.329716309543e-06       1.615708415545e-01       1.615708415551e-01       1.615708415559e-01       2.674552485139e-06       2.674552487218e-06       2.674552468463e-06 
       4.176853279887e+00      -3.545074233329e-04      -1.866841636233e+03      -2.153196589483e+03      -3.543794274058e-04      -1.197798662194e-03      -1.197798662195e-03      -1.197798662195e-03      -2.080362955178e+03       2.593146746277e-04       2.593146746943e-04       4.306393159463e+03       3.423097606273e+00       4.332850869478e-04      -4.000275266087e-09       3.026029465410e-09      -3.250596983442e-06      -1.212951791309e-08       1.693562102395e+00       1.711548791136e+00      -1.200082572960e-08       1.356988576295e-04       1.356988576292e-04       1.356988576225e-04       1.679568948192e+00      -2.322452052707e-05      -2.322452052627e-05      -2.322452052693e-05       1.720812855484e-01       1.720812855482e-01       1.720812855485e-01       8.209424493198e-05       8.209424493243e-05       8.209424493211e-05 
       5.258346735385e+00      -2.368026004300e-04      -1.976341614199e+03      -2.279517584847e+03      -2.367171043036e-04      -9.290809499766e-04      -9.290809499803e-04      -9.290809499810e-04      -2.202407771435e+03       1.732150858830e-04       1.732150859340e-04       4.559035156663e+03       3.623917310470e+00       2.894226480689e-04      -2.672613566495e-09       2.192334963084e-09      -2.171753407320e-06      -8.103801944690e-09       1.792880798129e+00       1.811958647217e+00      -8.017840918340e-09      -6.571794412379e-05      -6.571794413901e-05      -6.571794413330e-05       1.778095695100e+00      -2.876017203834e-05      -2.876017203650e-05      -2.876017203742e-05       1.770033740691e-01       1.770033740696e-01       1.770033740693e-01      -1.724062242540e-05      -1.724062241889e-05      -1.724062242282e-05 
       6.619866329202e+00      -1.577352469105e-04      -2.086376949589e+03      -2.406488914130e+03      -1.576782997425e-04      -4.043691299612e-04      -4.043691299499e-04      -4.043691299613e-04      -2.325076597892e+03       1.153785954284e-04       1.153785954069e-04       4.812977819579e+03       3.825767629598e+00       1.927846086892e-04      -1.780705825610e-09       1.274783294218e-09      -1.446993200441e-06      -5.399373875114e-09       1.892679635093e+00       1.912883809457e+00      -5.342117309596e-09      -5.383307135825e-05      -5.383307131157e-05      -5.383307136189e-05       1.877125189769e+00       1.758860953615e-05       1.758860953232e-05       1.758860953516e-05       1.284014712007e-01       1.284014711990e-01       1.284014712017e-01       4.750138765334e-05       4.750138764320e-05       4.750138765709e-05 
       8.333917944513e+00      -1.047964369464e-04      -2.196798841352e+03      -2.533968437619e+03      -1.047586045136e-04      -3.727627446463e-04      -3.727627446472e-04      -3.727627446450e-04      -2.448228227305e+03       7.665489335112e-05       7.665489336400e-05       5.067936869467e+03       4.028418722368e+00       1.280818374038e-04      -1.183494281520e-09       7.747094924119e-10      -9.617020112745e-07      -3.588520496634e-09       1.992825388978e+00       2.014209357633e+00      -3.550482664762e-09       3.059502698715e-04       3.059502698924e-04       3.059502698823e-04       1.976542894858e+00      -1.736428275285e-05      -1.736428275254e-05      -1.736428275357e-05       1.769156042530e-01       1.769156042541e-01       1.769156042536e-01      -9.990869925279e-05      -9.990869925773e-05      -9.990869925424e-05 
       1.049178108015e+01      -6.945920969097e-05      -2.307464379848e+03      -2.661837041055e+03      -6.943413685036e-05      -3.443628743348e-04      -3.443628743293e-04      -3.443628743249e-04      -2.571741554800e+03       5.080603525596e-05       5.080603525807e-05       5.323674078282e+03       4.231675471598e+00       8.489144088853e-05      -7.850226737607e-10       1.083204490153e-09      -6.379046650823e-07      -2.380276246134e-09       2.093189355705e+00       2.115837733444e+00      -2.355067750536e-09      -1.338406750831e-06      -1.338406756578e-06      -1.338406731822e-06       2.076240092560e+00      -4.778840792863e-06      -4.778840794217e-06      -4.778840796930e-06       1.953951053341e-01       1.953951053323e-01       1.953951053295e-01       4.075471431464e-05       4.075471431693e-05       4.075471432202e-05 
       1.320836981679e+01      -4.593734023999e-05      -2.418296605903e+03      -2.790067869430e+03      -4.592076075223e-05      -2.166565033171e-04      -2.166565033195e-04      -2.166565033208e-04      -2.695582485555e+03       3.360010300815e-05       3.360010300942e-05       5.580135736325e+03       4.435488606443e+00       5.614236955537e-05      -5.197587151211e-10       5.497140138673e-10      -4.223537588148e-07      -1.575945215526e-09       2.193694193161e+00       2.217744301662e+00      -1.559276242044e-09      -2.507412507813e-05      -2.507412507749e-05      -2.507412508377e-05       2.176192401054e+00      -3.730621471161e-06      -3.730621470614e-06      -3.730621470431e-06       1.738110187039e-01       1.738110187041e-01       1.738110187048e-01       1.313951435065e-05       1.313951435119e-05       1.313951435160e-05 
       1.662835241073e+01      -3.032013463171e-05      -2.529152829148e+03      -2.918606037660e+03      -3.030919438896e-05      -4.759943458037e-05      -4.759943458030e-05      -4.759943458177e-05      -2.819683555561e+03       2.217626253821e-05       2.217626253582e-05       5.837212073644e+03       4.639758346869e+00       3.705449961098e-05      -3.436810230356e-10       3.044036736053e-10      -2.792731450201e-07      -1.042041609403e-09       2.294203484716e+00       2.319879172403e+00      -1.031042854753e-09      -2.124543977346e-04      -2.124543977079e-04      -2.124543976895e-04       2.276333723731e+00       1.249715618656e-05       1.249715618696e-05       1.249715618705e-05       3.880167200321e-02       3.880167200557e-02       3.880167201339e-02      -4.851149129445e-06      -4.851149132335e-06      -4.851149134337e-06 
       2.093385540614e+01      -1.997301514055e-05      -2.639523710003e+03      -3.047078953308e+03      -1.996581123944e-05      -9.940200341821e-05      -9.940200342741e-05      -9.940200341809e-05      -2.943656499150e+03       1.460747369523e-05       1.460747369537e-05       6.094157905508e+03       4.843864204907e+00       2.440797006946e-05      -2.270202334398e-10       2.506127231291e-10      -1.844754943805e-07      -6.883027444926e-10       2.394267756969e+00       2.421932101773e+00      -6.810605699666e-10       1.200769454375e-04       1.200769454629e-04       1.200769454726e-04       2.376343868056e+00      -2.049771580425e-06      -2.049771577143e-06      -2.049771578724e-06       1.652137225378e-01       1.652137225426e-01       1.652137225336e-01      -1.765408105426e-05      -1.765408105630e-05      -1.765408105706e-05 
       2.635416253761e+01      -1.313697187916e-05      -2.749960091834e+03      -3.176327233292e+03      -1.313223660796e-05      -5.042675007923e-05      -5.042675006578e-05      -5.042675007672e-05      -3.068286481059e+03       9.606913702328e-06       9.606913702530e-06       6.352654465852e+03       5.049128396713e+00       1.605264990515e-05      -1.499907906854e-10       9.364008875718e-11      -1.218816547831e-07      -4.547324346774e-10       2.494306561345e+00       2.524564197906e+00      -4.499725454853e-10      -7.800828689552e-05      -7.800828708478e-05      -7.800828694885e-05       2.476827530565e+00      -2.770532475563e-06      -2.770532479436e-06      -2.770532476107e-06       1.598498266374e-01       1.598498266217e-01       1.598498266420e-01       9.920655766024e-07       9.920655977568e-07       9.920655817170e-07 
