# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.06204e-05 to 11.102 h/Mpc,
# number of wavenumbers equal to 616
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:d_cb                  11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_cdm                 22:t_cb                  23:t_ur                  24:t_ncdm[0]             25:t_ncdm[1]             26:t_ncdm[2]             27:t_tot              
       6.739869006787e-03      -7.958157173848e-01      -1.064013306585e+01      -1.072002168866e+01      -7.874391041489e-01      -6.906210343818e+00      -6.906210343818e+00      -6.906210343818e+00      -1.047595245862e+01      -1.070781918637e+01       5.193990183079e-01       5.191409653851e-01       2.144004252700e+01       1.753206304210e-02       8.680663452846e-01      -8.500813083409e-06       1.380794570101e-05      -6.069314244348e-09       4.257492864733e-04       8.745847416264e-03       8.754337023853e-03       1.749355270823e-02       2.005949050610e-04       6.563341554066e-03       6.563341554066e-03       6.563341554066e-03       8.582968424072e-03 
       6.866219644066e-03      -8.155217983445e-01      -1.100243371180e+01      -1.108829982358e+01      -7.954188392663e-01      -7.064729533003e+00      -7.064729533003e+00      -7.064729533003e+00      -1.083191001815e+01      -1.107517773183e+01       5.174405758525e-01       5.171794516510e-01       2.217659875579e+01       1.812775234143e-02       8.648319668258e-01      -8.586149932765e-06       1.423054138284e-05      -6.150254260686e-09       3.567027678101e-04       9.043246715263e-03       9.052348259405e-03       1.808905791335e-02       1.360336394163e-04       6.749040393631e-03       6.749040393631e-03       6.749040393631e-03       8.872708812498e-03 
       6.992677020660e-03      -8.312520004583e-01      -1.136944594833e+01      -1.146161526030e+01      -7.996210980566e-01      -7.222861965990e+00      -7.222861965990e+00      -7.222861965990e+00      -1.119256114392e+01      -1.144752325643e+01       5.154833940169e-01       5.152224499442e-01       2.292322958678e+01       1.873138642066e-02       8.615990832596e-01      -8.672600046475e-06       1.457956950043e-05      -6.234063106778e-09       2.741973826750e-04       9.344509712475e-03       9.354254975299e-03       1.869242272984e-02       6.504094303537e-05       6.935821573752e-03       6.935821573752e-03       6.935821573752e-03       9.166061682881e-03 
       7.119236228081e-03      -8.424947506017e-01      -1.174108832977e+01      -1.183989725292e+01      -7.998886444409e-01      -7.380629105075e+00      -7.380629105075e+00      -7.380629105075e+00      -1.155783452732e+01      -1.182478335736e+01       5.135278118624e-01       5.132700902854e-01       2.367979352828e+01       1.934284668903e-02       8.583684645394e-01      -8.758980427136e-06       1.484981087124e-05      -6.319397917349e-09       1.805001448071e-04       9.649574494958e-03       9.659996209404e-03       1.930353030551e-02      -9.955634292198e-06       7.123608259184e-03       7.123608259184e-03       7.123608259184e-03       9.462986218231e-03 
       7.245892694925e-03      -8.488813623708e-01      -1.211727547660e+01      -1.222307189394e+01      -7.962026903236e-01      -7.538050703684e+00      -7.538050703684e+00      -7.538050703684e+00      -1.192765663667e+01      -1.220688235259e+01       5.115740247031e-01       5.113222962651e-01       2.444614276539e+01       1.996200915993e-02       8.551405829551e-01      -8.844120446257e-06       1.503836202807e-05      -6.404932342228e-09       7.828218865229e-05       9.958378607127e-03       9.969510577106e-03       1.992226060892e-02      -8.635628143233e-05       7.312318287451e-03       7.312318287451e-03       7.312318287451e-03       9.763444589844e-03 
       7.372642160524e-03      -8.501917454469e-01      -1.249792611293e+01      -1.261106980930e+01      -7.886781339106e-01      -7.695148006419e+00      -7.695148006419e+00      -7.695148006419e+00      -1.230195925447e+01      -1.259374902703e+01       5.096224216899e-01       5.093791353819e-01       2.522213855010e+01       2.058875752994e-02       8.519161883648e-01      -8.926899845469e-06       1.514465437200e-05      -6.489391977833e-09      -2.945832637427e-05       1.027086560228e-02       1.028274271726e-02       2.054850331844e-02      -1.614788346312e-04       7.501869497336e-03       7.501869497336e-03       7.501869497336e-03       1.006740761748e-02 
       7.499480651013e-03      -8.463645373083e-01      -1.288296537909e+01      -1.300382554283e+01      -7.775606755455e-01      -7.851942895981e+00      -7.851942895981e+00      -7.851942895981e+00      -1.268067935454e+01      -1.298531646550e+01       5.076735497535e-01       5.074407917964e-01       2.600764997027e+01       2.122298232172e-02       8.486962397194e-01      -9.006276306518e-06       1.517053491694e-05      -6.571591045725e-09      -1.394861674721e-04       1.058698490661e-02       1.059964285869e-02       2.118215692051e-02      -2.326577591971e-04       7.692179530529e-03       7.692179530529e-03       7.692179530529e-03       1.037485358314e-02 
       7.626404457559e-03      -8.374908630393e-01      -1.327230595865e+01      -1.340126498112e+01      -7.632117004116e-01      -8.008450259986e+00      -8.008450259986e+00      -8.008450259986e+00      -1.306374585809e+01      -1.338150851436e+01       5.057275753161e-01       5.055070422964e-01       2.680252879916e+01       2.186455973084e-02       8.454810245253e-01      -9.081314340496e-06       1.512010627768e-05      -6.650449277291e-09      -2.484234501537e-04       1.090668029950e-02       1.092015601801e-02       2.182310715436e-02      -2.973314064719e-04       7.883157833167e-03       7.883157833167e-03       7.883157833167e-03       1.068575669223e-02 
       7.753410116539e-03      -8.238137354817e-01      -1.366587180100e+01      -1.380332151872e+01      -7.460964560554e-01      -8.164686322645e+00      -8.164686322645e+00      -8.164686322645e+00      -1.345109645679e+01      -1.378225710234e+01       5.037849745769e-01       5.035779565321e-01       2.760664182605e+01       2.251337943691e-02       8.422713104856e-01      -9.151206681458e-06       1.499965162254e-05      -6.725027739398e-09      -3.528564843345e-04       1.122990455390e-02       1.124423574207e-02       2.247125471080e-02      -3.531413808383e-04       8.074716778382e-03       8.074716778382e-03       8.074716778382e-03       1.100009974770e-02 
       7.880494391472e-03      -8.057178005183e-01      -1.406357979235e+01      -1.420992696114e+01      -7.267650140049e-01      -8.320662864541e+00      -8.320662864541e+00      -8.320662864541e+00      -1.384266729470e+01      -1.418749173194e+01       5.018461110614e-01       5.016534861572e-01       2.841985266208e+01       2.316932791924e-02       8.390676499893e-01      -9.215293223717e-06       1.481741908487e-05      -6.794542957389e-09      -4.494422109797e-04       1.155660967079e-02       1.157183549461e-02       2.312649804285e-02      -3.980155757014e-04       8.266765402386e-03       8.266765402386e-03       8.266765402386e-03       1.131786458882e-02 
       8.007654256526e-03      -7.837148293966e-01      -1.446535936988e+01      -1.462101769448e+01      -7.058322573727e-01      -8.476390703695e+00      -8.476390703695e+00      -8.476390703695e+00      -1.423840085720e+01      -1.459714770524e+01       4.999115278667e-01       4.997337682429e-01       2.924203407960e+01       2.383230116828e-02       8.358708659395e-01      -9.273066393281e-06       1.458335068195e-05      -6.858382932610e-09      -5.350084999783e-04       1.188675464154e-02       1.190291472031e-02       2.378874602776e-02      -4.302418989384e-04       8.459214666483e-03       8.459214666483e-03       8.459214666483e-03       1.163903741163e-02 
       8.134886881456e-03      -7.584305191304e-01      -1.487112196521e+01      -1.503651983889e+01      -6.839565066917e-01      -8.631870830049e+00      -8.631870830049e+00      -8.631870830049e+00      -1.463822908573e+01      -1.501114887409e+01       4.979813456359e-01       4.978185318656e-01       3.007303831904e+01       2.450217761016e-02       8.326810625348e-01      -9.324204733993e-06       1.430882223174e-05      -6.916116659273e-09      -6.066758256698e-04       1.222028963613e-02       1.223742499799e-02       2.445789022936e-02      -4.485462292259e-04       8.651967410234e-03       8.651967410234e-03       8.651967410234e-03       1.196359382816e-02 
       8.262189617827e-03      -7.305816693348e-01      -1.528079774044e+01      -1.545637510588e+01      -6.618151297803e-01      -8.787108232362e+00      -8.787108232362e+00      -8.787108232362e+00      -1.504209998324e+01      -1.542943516111e+01       4.960562009828e-01       4.959080465297e-01       3.091274880349e+01       2.517886218422e-02       8.294991920234e-01      -9.368555079427e-06       1.400627100448e-05      -6.967504446791e-09      -6.619397162028e-04       1.255717905243e-02       1.257533168661e-02       2.513384877963e-02      -4.521315661484e-04       8.844935433892e-03       8.844935433892e-03       8.844935433892e-03       1.229151958294e-02 
       8.389559986396e-03      -7.009534980902e-01      -1.569430809920e+01      -1.588051851762e+01      -6.400816059039e-01      -8.942099672391e+00      -8.942099672391e+00      -8.942099672391e+00      -1.544995500072e+01      -1.585193948382e+01       4.941364451418e-01       4.940023284578e-01       3.176103557740e+01       2.586224928500e-02       8.263257270492e-01      -9.406134447876e-06       1.368881595481e-05      -7.012487734388e-09      -6.987560466289e-04       1.289738183645e-02       1.291659504570e-02       2.581652887545e-02      -4.407113778521e-04       9.038025781203e-03       9.038025781203e-03       9.038025781203e-03       1.262279118256e-02 
       8.516995665560e-03      -6.703767152087e-01      -1.611157913591e+01      -1.630888447679e+01      -6.194032069545e-01      -9.096837321514e+00      -9.096837321514e+00      -9.096837321514e+00      -1.586173588974e+01      -1.627859495324e+01       4.922223952616e-01       4.921013980452e-01       3.261776744616e+01       2.655223390376e-02       8.231610788321e-01      -9.437125661419e-06       1.336988735469e-05      -7.051188335181e-09      -7.156188086780e-04       1.324085774646e-02       1.326117545175e-02       2.650583774393e-02      -4.145312504534e-04       9.231145436219e-03       9.231145436219e-03       9.231145436219e-03       1.295738049639e-02 
       8.644494480748e-03      -6.397016248071e-01      -1.653253349492e+01      -1.674140829818e+01      -6.003783334779e-01      -9.251308912235e+00      -9.251308912235e+00      -9.251308912235e+00      -1.627738456713e+01      -1.670933492348e+01       4.903143335177e-01       4.902052845178e-01       3.348281503939e+01       2.724871220560e-02       8.200056068306e-01      -9.461878012230e-06       1.306281858334e-05      -7.083899649241e-09      -7.116255146535e-04       1.358756607701e-02       1.360903328477e-02       2.720168264374e-02      -3.743676196166e-04       9.424201804494e-03       9.424201804494e-03       9.424201804494e-03       1.329525391096e-02 
       8.772054394690e-03      -6.097724480636e-01      -1.695709779165e+01      -1.717802945242e+01      -5.835377979513e-01      -9.405499703755e+00      -9.405499703755e+00      -9.405499703755e+00      -1.669684672146e+01      -1.714409687700e+01       4.884126147872e-01       4.883141371645e-01       3.435605729837e+01       2.795158749238e-02       8.168597998649e-01      -9.480875547876e-06       1.278046216928e-05      -7.111070651958e-09      -6.865038299539e-04       1.393746866940e-02       1.396013157967e-02       2.790397660753e-02      -3.214982878262e-04       9.617105312613e-03       9.617105312613e-03       9.617105312613e-03       1.363637476899e-02 
       8.899673498467e-03      -5.814018515335e-01      -1.738518775522e+01      -1.761868098466e+01      -5.693276682717e-01      -9.559386924484e+00      -9.559386924484e+00      -9.559386924484e+00      -1.712006072000e+01      -1.758281118519e+01       4.865173388561e-01       4.864279001206e-01       3.523736031334e+01       2.866075212064e-02       8.137237344017e-01      -9.494733939988e-06       1.253480425679e-05      -7.133285031666e-09      -6.406388630832e-04       1.429052020282e-02       1.431442665930e-02       2.861262004055e-02      -2.576673670401e-04       9.809763178057e-03       9.809763178057e-03       9.809763178057e-03       1.398069392754e-02 
       9.027350003281e-03      -5.553473013975e-01      -1.781674277523e+01      -1.806330699909e+01      -5.580953788317e-01      -9.712949790751e+00      -9.712949790751e+00      -9.712949790751e+00      -1.754697699910e+01      -1.802542121293e+01       4.846289182392e-01       4.845468810381e-01       3.612661229266e+01       2.937611941764e-02       8.105980200305e-01      -9.504172260952e-06       1.233663054674e-05      -7.151245835147e-09      -5.750693295712e-04       1.464668572063e-02       1.467188381768e-02       2.932753270640e-02      -1.850264609180e-04       1.000209155417e-02       1.000209155417e-02       1.000209155417e-02       1.432816545207e-02 
       9.155082232881e-03      -5.322876209736e-01      -1.825168258729e+01      -1.851184185814e+01      -5.500789695389e-01      -9.866157951392e+00      -9.866157951392e+00      -9.866157951392e+00      -1.797753433720e+01      -1.847185906076e+01       4.827473966079e-01       4.826710696310e-01       3.702368196108e+01       3.009758508205e-02       8.074826716276e-01      -9.509990983941e-06       1.219518660048e-05      -7.165744164359e-09      -4.914725964966e-04       1.500591867177e-02       1.503245774867e-02       3.004861455461e-02      -1.060630740547e-04       1.019400173750e-02       1.019400173750e-02       1.019400173750e-02       1.467872725750e-02 
       9.282868616578e-03      -5.128060546265e-01      -1.868994567312e+01      -1.896423555115e+01      -5.454029234073e-01      -1.001898533178e+01      -1.001898533178e+01      -1.001898533178e+01      -1.841168635326e+01      -1.892207293624e+01       4.808731875358e-01       4.808008738563e-01       3.792846929717e+01       3.082507097139e-02       8.043783398115e-01      -9.513052728163e-06       1.211796777148e-05      -7.177642158116e-09      -3.921122566829e-04       1.536818387080e-02       1.539611428839e-02       3.077578960403e-02      -2.350991373615e-05       1.038541635441e-02       1.038541635441e-02       1.038541635441e-02       1.503232306512e-02 
       9.410707682808e-03      -4.973695554044e-01      -1.913145050273e+01      -1.942042022523e+01      -5.440724643297e-01      -1.017139302637e+01      -1.017139302637e+01      -1.017139302637e+01      -1.884936805534e+01      -1.937599287124e+01       4.790061730547e-01       4.789362171101e-01       3.884083859504e+01       3.155846944558e-02       8.012848065921e-01      -9.514246762822e-06       1.211043017724e-05      -7.187834195371e-09      -2.797882002668e-04       1.573342904857e-02       1.576280240943e-02       3.150895015164e-02       5.974343020194e-05       1.057624994697e-02       1.057624994697e-02       1.057624994697e-02       1.538887540711e-02 
       9.538598053188e-03      -4.863213103444e-01      -1.957612448573e+01      -1.988033704375e+01      -5.459795421799e-01      -1.032334363520e+01      -1.032334363520e+01      -1.032334363520e+01      -1.929052223209e+01      -1.983355790132e+01       4.771464239099e-01       4.770772529102e-01       3.976067218126e+01       3.229768755136e-02       7.982021905746e-01      -9.514466995808e-06       1.217593778401e-05      -7.197230581100e-09      -1.577468554796e-04       1.610160720952e-02       1.613247630895e-02       3.224800104323e-02       1.407561575207e-04       1.076642514217e-02       1.076642514217e-02       1.076642514217e-02       1.574830810705e-02 
       9.666538437031e-03      -4.798679744537e-01      -2.002390819136e+01      -2.034393267012e+01      -5.509054365888e-01      -1.047480015807e+01      -1.047480015807e+01      -1.047480015807e+01      -1.973509711532e+01      -2.029471373960e+01       4.752941173185e-01       4.752242792667e-01       4.068786338250e+01       3.304264268934e-02       7.951308051820e-01      -9.514593764892e-06       1.231561490208e-05      -7.206729517406e-09      -2.959531647149e-05       1.647267517022e-02       1.650509317637e-02       3.299285547571e-02       2.166401203083e-04       1.095587138778e-02       1.095587138778e-02       1.095587138778e-02       1.611054499658e-02 
       9.794527626268e-03      -4.780724933025e-01      -2.047472047429e+01      -2.081114347568e+01      -5.585294164718e-01      -1.062571727934e+01      -1.062571727934e+01      -1.062571727934e+01      -2.018302814844e+01      -2.075939405165e+01       4.734490942276e-01       4.733772910639e-01       4.162228494124e+01       3.379323271201e-02       7.920704232899e-01      -9.515461051383e-06       1.252828785690e-05      -7.217184087124e-09       1.008116661583e-04       1.684657654970e-02       1.688059826084e-02       3.374340486880e-02       2.846690333559e-04       1.114451479670e-02       1.114451479670e-02       1.114451479670e-02       1.647549603816e-02 
       9.922564490759e-03      -4.808620634575e-01      -2.092849309360e+01      -2.128191617211e+01      -5.684462438077e-01      -1.077605314076e+01      -1.077605314076e+01      -1.077605314076e+01      -2.063426020513e+01      -2.122754323779e+01       4.716114081331e-01       4.715365205857e-01       4.256383028070e+01       3.454937266618e-02       7.890211907690e-01      -9.517842744825e-06       1.281066937310e-05      -7.229391500405e-09       2.294847397374e-04       1.722326183781e-02       1.725894347602e-02       3.449955611685e-02       3.423640501022e-04       1.133229140117e-02       1.133229140117e-02       1.133229140117e-02       1.684307676268e-02 
       1.005064797395e-02      -4.880208478675e-01      -2.138515148239e+01      -2.175618959710e+01      -5.801754369083e-01      -1.092576036785e+01      -1.092576036785e+01      -1.092576036785e+01      -2.108872969980e+01      -2.169909806087e+01       4.697808989527e-01       4.697020080052e-01       4.351237707605e+01       3.531096448906e-02       7.859829100739e-01      -9.522422191629e-06       1.315730134497e-05      -7.244058423421e-09       3.524338472066e-04       1.760267338955e-02       1.764007228188e-02       3.526120142699e-02       3.876060443780e-04       1.151913703837e-02       1.151913703837e-02       1.151913703837e-02       1.721319472708e-02 
       1.017877708885e-02      -4.992084783234e-01      -2.184464287966e+01      -2.223391457835e+01      -5.931845964837e-01      -1.107479702105e+01      -1.107479702105e+01      -1.107479702105e+01      -2.154638527175e+01      -2.217400878419e+01       4.679576679513e-01       4.678740670584e-01       4.446782698251e+01       3.607793123425e-02       7.829558307245e-01      -9.529786110750e-06       1.356089379400e-05      -7.261798278838e-09       4.657783080712e-04       1.798476358008e-02       1.802393715575e-02       3.602825302800e-02       4.186932250543e-04       1.170499939404e-02       1.170499939404e-02       1.170499939404e-02       1.758576768356e-02 
       1.030695091430e-02      -5.139647816159e-01      -2.230689393931e+01      -2.271503321168e+01      -6.069053060595e-01      -1.122311538195e+01      -1.122311538195e+01      -1.122311538195e+01      -2.200716446278e+01      -2.265221511636e+01       4.661415515544e-01       4.660527541350e-01       4.543006419159e+01       3.685017867248e-02       7.799397736547e-01      -9.540406937326e-06       1.401244396403e-05      -7.283104698847e-09       5.658778272090e-04       1.836947349329e-02       1.841048056363e-02       3.680060464085e-02       4.344161046706e-04       1.188982499798e-02       1.188982499798e-02       1.188982499798e-02       1.796070582875e-02 
       1.043516859153e-02      -5.317262779559e-01      -2.277182855606e+01      -2.319948831880e+01      -6.207541626074e-01      -1.137066758954e+01      -1.137066758954e+01      -1.137066758954e+01      -2.247100428707e+01      -2.313365695583e+01       4.643323711091e-01       4.642381112732e-01       4.639897434655e+01       3.762761235066e-02       7.769345428535e-01      -9.554635440329e-06       1.450154010210e-05      -7.308344654623e-09       6.494513862585e-04       1.875674262595e-02       1.879964381897e-02       3.757814902312e-02       4.341051506942e-04       1.207356537284e-02       1.207356537284e-02       1.207356537284e-02       1.833792165895e-02 
       1.056342932092e-02      -5.518440068030e-01      -2.323938266468e+01      -2.368722479871e+01      -6.341538076380e-01      -1.151740746488e+01      -1.151740746488e+01      -1.151740746488e+01      -2.293784469098e+01      -2.361827781011e+01       4.625300042951e-01       4.624302314746e-01       4.737444724526e+01       3.841014271920e-02       7.739400392343e-01      -9.572684056494e-06       1.501668113596e-05      -7.337750706842e-09       7.136958544514e-04       1.914651343049e-02       1.919137000120e-02       3.836078373776e-02       4.176670926038e-04       1.225617913010e-02       1.225617913010e-02       1.225617913010e-02       1.871733413220e-02 
       1.069173235909e-02      -5.736067658532e-01      -2.370950356782e+01      -2.417819520432e+01      -6.465530154644e-01      -1.166329321176e+01      -1.166329321176e+01      -1.166329321176e+01      -2.340763320644e+01      -2.410602941378e+01       4.607344707711e-01       4.606293383409e-01       4.835638799346e+01       3.919769276208e-02       7.709564015859e-01      -9.594639777195e-06       1.554566007979e-05      -7.371425165455e-09       7.563557915268e-04       1.953873454817e-02       1.958560813130e-02       3.914841897497e-02       3.855743194689e-04       1.243763436127e-02       1.243763436127e-02       1.243763436127e-02       1.909887321855e-02 
       1.082007701605e-02      -5.962599607079e-01      -2.418210823083e+01      -2.467234036764e+01      -6.574443555584e-01      -1.180827707307e+01      -1.180827707307e+01      -1.180827707307e+01      -2.388030294433e+01      -2.459684891526e+01       4.589454930456e-01       4.588353425601e-01       4.934467825511e+01       3.999016179910e-02       7.679832761086e-01      -9.620465274306e-06       1.607588150111e-05      -7.409329843455e-09       7.758205594052e-04       1.993334079728e-02       1.998229540275e-02       3.994094134966e-02       3.388647072601e-04       1.261789671946e-02       1.261789671946e-02       1.261789671946e-02       1.948246308954e-02 
       1.094846265271e-02      -6.190303320765e-01      -2.465713284600e+01      -2.516960379943e+01      -6.663820120343e-01      -1.195231467219e+01      -1.195231467219e+01      -1.195231467219e+01      -2.435579201279e+01      -2.509067868522e+01       4.571628952214e-01       4.570482360417e-01       5.033920505171e+01       4.078745635606e-02       7.650204708783e-01      -9.649977206549e-06       1.659476432756e-05      -7.451298021502e-09       7.711787449016e-04       2.033027325107e-02       2.038137301631e-02       4.073824582474e-02       2.791093105873e-04       1.279694007894e-02       1.279694007894e-02       1.279694007894e-02       1.986803869708e-02 
       1.107688867844e-02      -6.411494521264e-01      -2.513451636725e+01      -2.566993889518e+01      -6.729964700971e-01      -1.209536746605e+01      -1.209536746605e+01      -1.209536746605e+01      -2.483404714898e+01      -2.558746988673e+01       4.553866594679e-01       4.552681448716e-01       5.133987517421e+01       4.158949702909e-02       7.620680553448e-01      -9.682905270722e-06       1.709011551422e-05      -7.497044079117e-09       7.422580204685e-04       2.072947941769e-02       2.078278992439e-02       4.154024227461e-02       2.083561343711e-04       1.297474806606e-02       1.297474806606e-02       1.297474806606e-02       2.025554922321e-02 
       1.120535454889e-02      -6.618769666265e-01      -2.561419641593e+01      -2.617329111990e+01      -6.770060635700e-01      -1.223739511731e+01      -1.223739511731e+01      -1.223739511731e+01      -2.531500863929e+01      -2.608716676831e+01       4.536166384740e-01       4.534950390337e-01       5.234657955267e+01       4.239619230217e-02       7.591258721232e-01      -9.718847380575e-06       1.755048501211e-05      -7.546170449313e-09       6.896401657910e-04       2.113090251287e-02       2.118649009608e-02       4.234682997094e-02       1.290637898910e-04       1.315130599820e-02       1.315130599820e-02       1.315130599820e-02       2.064494609132e-02 
       1.133385976390e-02      -6.805213957556e-01      -2.609611828644e+01      -2.667961183517e+01      -6.782240302873e-01      -1.237836212176e+01      -1.237836212176e+01      -1.237836212176e+01      -2.579862317329e+01      -2.658971974609e+01       4.518527959270e-01       4.517289714232e-01       5.335922091033e+01       4.320746008666e-02       7.561939391983e-01      -9.757333151707e-06       1.796547903897e-05      -7.598187146651e-09       6.146392932007e-04       2.153449240045e-02       2.159242353418e-02       4.315791929162e-02       4.401108087454e-05       1.332660731909e-02       1.332660731909e-02       1.332660731909e-02       2.103619347678e-02 
       1.146240386562e-02      -6.964653257103e-01      -2.658018526870e+01      -2.718883973704e+01      -6.765680314765e-01      -1.251822753119e+01      -1.251822753119e+01      -1.251822753119e+01      -2.628482136370e+01      -2.709506205580e+01       4.500948104016e-01       4.499696793410e-01       5.437767663941e+01       4.402319126160e-02       7.532717947165e-01      -9.797796749596e-06       1.832614546755e-05      -7.652517269125e-09       5.193163318557e-04       2.194018342818e-02       2.200052839424e-02       4.397339491082e-02      -4.379313814609e-05       1.350064169282e-02       1.350064169282e-02       1.350064169282e-02       2.142925034764e-02 
       1.159098643669e-02      -7.091753625150e-01      -2.706635849717e+01      -2.770093200264e+01      -6.720543432067e-01      -1.265696354590e+01      -1.265696354590e+01      -1.265696354590e+01      -2.677355830238e+01      -2.760315147105e+01       4.483427862927e-01       4.482172976746e-01       5.540186109428e+01       4.484331459713e-02       7.503596662098e-01      -9.839631321549e-06       1.862508581401e-05      -7.708535202067e-09       4.063474008665e-04       2.234793562537e-02       2.241076349359e-02       4.479318204916e-02      -1.312251039643e-04       1.367341572641e-02       1.367341572641e-02       1.367341572641e-02       2.182410225747e-02 
       1.171960709858e-02      -7.182236295124e-01      -2.755457007142e+01      -2.821583483257e+01      -6.648015787210e-01      -1.279453864998e+01      -1.279453864998e+01      -1.279453864998e+01      -2.726477655408e+01      -2.811393201422e+01       4.465966031357e-01       4.464717069918e-01       5.643166667629e+01       4.566773700806e-02       7.474573967037e-01      -9.882190685812e-06       1.885677341688e-05      -7.765568805012e-09       2.790130096178e-04       2.275769718423e-02       2.282307870672e-02       4.561718572202e-02      -2.151487992632e-04       1.384493327533e-02       1.384493327533e-02       1.384493327533e-02       2.222073117865e-02 
       1.184826551010e-02      -7.233010843133e-01      -2.804476753931e+01      -2.873350104823e+01      -6.550250311044e-01      -1.293092738811e+01      -1.293092738811e+01      -1.293092738811e+01      -2.775842733722e+01      -2.862735568392e+01       4.448562794839e-01       4.447328987775e-01       5.746699902846e+01       4.649637801871e-02       7.445650472503e-01      -9.924807217732e-06       1.901772414798e-05      -7.822928746581e-09       1.410839122628e-04       2.316942636000e-02       2.323743231304e-02       4.644532596861e-02      -2.925385750370e-04       1.401520613530e-02       1.401520613530e-02       1.401520613530e-02       2.261913204437e-02 
       1.197696136590e-02      -7.242196493468e-01      -2.853686281752e+01      -2.925387249495e+01      -6.430232650396e-01      -1.306610045434e+01      -1.306610045434e+01      -1.306610045434e+01      -2.825444847253e+01      -2.914335970756e+01       4.431216137492e-01       4.430006197125e-01       5.850774184163e+01       4.732913389315e-02       7.416823018637e-01      -9.966820482267e-06       1.910647848747e-05      -7.879922302727e-09      -3.303393849576e-06       2.358306861130e-02       2.365377296687e-02       4.727750106268e-02      -3.605800595770e-04       1.418424195673e-02       1.418424195673e-02       1.418424195673e-02       2.301929330938e-02 
       1.210569439516e-02      -7.209203898974e-01      -2.903082037300e+01      -2.977690812206e+01      -6.291703605782e-01      -1.320004092769e+01      -1.320004092769e+01      -1.320004092769e+01      -2.875280064801e+01      -2.966190387345e+01       4.413927640724e-01       4.412749534615e-01       5.955381301465e+01       4.816593629606e-02       7.388094261467e-01      -1.000758344718e-05       1.912369816758e-05      -7.935883067076e-09      -1.497599879509e-04       2.399859365434e-02       2.407206909213e-02       4.811364739030e-02      -4.167762904013e-04       1.435206248652e-02       1.435206248652e-02       1.435206248652e-02       2.342122569829e-02 
       1.223446436038e-02      -7.134747584548e-01      -2.952655489755e+01      -3.030254943404e+01      -6.139002475535e-01      -1.333272474034e+01      -1.333272474034e+01      -1.333272474034e+01      -2.925342380189e+01      -3.018292554597e+01       4.396695569523e-01       4.395556323523e-01       6.060509555671e+01       4.900668183702e-02       7.359461256064e-01      -1.004649999505e-05       1.907212949214e-05      -7.990178251928e-09      -2.937818636992e-04       2.441595182942e-02       2.449227354691e-02       4.895366753181e-02      -4.590428040299e-04       1.451868076028e-02       1.451868076028e-02       1.451868076028e-02       2.382492527876e-02 
       1.236327105618e-02      -7.020822163109e-01      -3.002402345647e+01      -3.083075497517e+01      -5.976915164890e-01      -1.346413951640e+01      -1.346413951640e+01      -1.346413951640e+01      -2.975627915452e+01      -3.070638303758e+01       4.379521399929e-01       4.378426936451e-01       6.166150655659e+01       4.985130050186e-02       7.330926268317e-01      -1.008302061709e-05       1.895652852896e-05      -8.042238677815e-09      -4.308981930682e-04       2.483511387506e-02       2.491435771129e-02       4.979749939205e-02      -4.857920989360e-04       1.468412179322e-02       1.468412179322e-02       1.468412179322e-02       2.423040615993e-02 
       1.249211430825e-02      -6.870541163403e-01      -3.052316084823e+01      -3.136147335910e+01      -5.810475099959e-01      -1.359427012523e+01      -1.359427012523e+01      -1.359427012523e+01      -3.026131731760e+01      -3.123222282057e+01       4.362404901004e-01       4.361359930642e-01       6.272294324178e+01       5.069970355450e-02       7.302488627997e-01      -1.011667100039e-05       1.878336219308e-05      -8.091558820009e-09      -5.567844735131e-04       2.525604292099e-02       2.533828512711e-02       5.064506352402e-02      -4.959614873142e-04       1.484840577877e-02       1.484840577877e-02       1.484840577877e-02       2.463767352466e-02 
       1.262099397236e-02      -6.688181985696e-01      -3.102390868604e+01      -3.189465820115e+01      -5.644814292301e-01      -1.372310615513e+01      -1.372310615513e+01      -1.372310615513e+01      -3.076849491210e+01      -3.176039665262e+01       4.345346658573e-01       4.344354586516e-01       6.378931284312e+01       5.155181131966e-02       7.274148947212e-01      -1.014705010723e-05       1.856082986012e-05      -8.137725023383e-09      -6.674477191434e-04       2.567870753999e-02       2.576402533502e-02       5.149629065990e-02      -4.891103029365e-04       1.501155613995e-02       1.501155613995e-02       1.501155613995e-02       2.504673530858e-02 
