# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.06204e-05 to 11.102 h/Mpc,
# number of wavenumbers equal to 616
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:d_cb                  11:phi                   12:psi                   13:h                     14:h_prime               15:eta                   16:eta_prime             17:H_T_Nb_prime          18:k2gamma_Nb            19:t_g                   20:t_b                   21:t_cdm                 22:t_cb                  23:t_ur                  24:t_ncdm[0]             25:t_ncdm[1]             26:t_ncdm[2]             27:t_tot              
       2.825437500477e-02      -3.546050885145e-01      -8.917487662486e+01      -1.019865955590e+02      -3.868384040957e-01      -2.103948511914e+01      -2.103948511914e+01      -2.103948511914e+01      -9.591097063346e+01      -1.000057240245e+02       2.701198874006e-01       2.701043335774e-01       2.039731749586e+02       1.614679799521e-01       4.533146584221e-01      -9.192498437891e-06       1.812042419891e-05      -9.318892177944e-09       1.079937497787e-03       7.959766216049e-02       8.072453290456e-02       1.612566116474e-01       1.547904534789e-04       2.602714677707e-02       2.602714677707e-02       2.602714677707e-02       7.746787165044e-02 
       2.839419575213e-02      -3.684935728258e-01      -8.960512013495e+01      -1.025899448249e+02      -3.869648203896e-01      -2.104929480526e+01      -2.104929480526e+01      -2.104929480526e+01      -9.645919142194e+01      -1.005822958467e+02       2.689944694455e-01       2.689788287184e-01       2.051798733682e+02       1.623962007354e-01       4.514327560393e-01      -9.171020666919e-06       1.826140611123e-05      -9.347269018325e-09       1.131565343281e-03       8.004779923580e-02       8.118884871208e-02       1.621829087446e-01       4.445447417683e-05       2.605764058654e-02       2.605764058654e-02       2.605764058654e-02       7.790756024571e-02 
       2.853426441588e-02      -3.833186080608e-01      -9.003428277357e+01      -1.031932862386e+02      -3.853117966097e-01      -2.105850704560e+01      -2.105850704560e+01      -2.105850704560e+01      -9.700722715946e+01      -1.011586937457e+02       2.678729511989e-01       2.678571704126e-01       2.063865560715e+02       1.633241120843e-01       4.495572424566e-01      -9.150329111067e-06       1.843264904453e-05      -9.379296637050e-09       1.147258371191e-03       8.049774038515e-02       8.165303770399e-02       1.631089112579e-01      -6.942856656591e-05       2.608736260938e-02       2.608736260938e-02       2.608736260938e-02       7.834676744992e-02 
       2.867458679669e-02      -3.975769922960e-01      -9.046214963757e+01      -1.037964327160e+02      -3.822100699690e-01      -2.106708503507e+01      -2.106708503507e+01      -2.106708503507e+01      -9.755488505299e+01      -1.017347263295e+02       2.667546793394e-01       2.667387343263e-01       2.075928489009e+02       1.642514727643e-01       4.476871505211e-01      -9.130239014382e-06       1.860024959982e-05      -9.398491493386e-09       1.134964927766e-03       8.094733643008e-02       8.211694591520e-02       1.640343459008e-01      -1.796788167856e-04       2.611626737548e-02       2.611626737548e-02       2.611626737548e-02       7.878540727490e-02 
       2.881516885209e-02      -4.113764289352e-01      -9.088945006396e+01      -1.043997436704e+02      -3.775839494037e-01      -2.107511773915e+01      -2.107511773915e+01      -2.107511773915e+01      -9.810256505604e+01      -1.023108101971e+02       2.656407091814e-01       2.656245825638e-01       2.087994706827e+02       1.651789066009e-01       4.458241796473e-01      -9.110886737838e-06       1.877162906425e-05      -9.412631034272e-09       1.087973489995e-03       8.139695007187e-02       8.258089227015e-02       1.649598498736e-01      -2.829803684003e-04       2.614445472944e-02       2.614445472944e-02       2.614445472944e-02       7.922373693336e-02 
       2.895601670154e-02      -4.242394617644e-01      -9.131548569795e+01      -1.050029654665e+02      -3.715737781853e-01      -2.108254133428e+01      -2.108254133428e+01      -2.108254133428e+01      -9.864995488300e+01      -1.028866229735e+02       2.645301147472e-01       2.645138048070e-01       2.100059141461e+02       1.661059112375e-01       4.439668024695e-01      -9.092261589929e-06       1.893943934756e-05      -9.421419365494e-09       1.005615088586e-03       8.184626376748e-02       8.304461827405e-02       1.658849043996e-01      -3.748359064403e-04       2.617183688815e-02       2.617183688815e-02       2.617183688815e-02       7.966149301987e-02 
       2.909713663167e-02      -4.342445373502e-01      -9.174083594088e+01      -1.056063697878e+02      -3.649736737545e-01      -2.108942390266e+01      -2.108942390266e+01      -2.108942390266e+01      -9.919734859204e+01      -1.034624839120e+02       2.634235147335e-01       2.634070548194e-01       2.112127226588e+02       1.670331070195e-01       4.421162559539e-01      -9.073885385867e-06       1.905169753558e-05      -9.396924355933e-09       9.108488997707e-04       8.229557394472e-02       8.350838355202e-02       1.668100864057e-01      -4.498594420859e-04       2.619850560395e-02       2.619850560395e-02       2.619850560395e-02       8.009912126179e-02 
       2.923853510168e-02      -4.441907200304e-01      -9.216536065611e+01      -1.062097632183e+02      -3.568493993318e-01      -2.109572885482e+01      -2.109572885482e+01      -2.109572885482e+01      -9.974458583829e+01      -1.040382078236e+02       2.623205925742e-01       2.623039856195e-01       2.124195093877e+02       1.679599535296e-01       4.402715935149e-01      -9.056523145289e-06       1.919411547292e-05      -9.395291764128e-09       7.634298028199e-04       8.274471028577e-02       8.397200131191e-02       1.677349391442e-01      -5.094266841261e-04       2.622438006336e-02       2.622438006336e-02       2.622438006336e-02       8.053611213639e-02 
       2.938021874907e-02      -4.519047985947e-01      -9.258901115290e+01      -1.068132970989e+02      -3.480500263865e-01      -2.110148252780e+01      -2.110148252780e+01      -2.110148252780e+01      -1.002917684020e+02      -1.046139151399e+02       2.612214384500e-01       2.612047265231e-01       2.136265770153e+02       1.688867744353e-01       4.384331954254e-01      -9.039713647491e-06       1.931173460587e-05      -9.388168951916e-09       5.856082335256e-04       8.319374549834e-02       8.443557981185e-02       1.686597285902e-01      -5.473870124109e-04       2.624949833985e-02       2.624949833985e-02       2.624949833985e-02       8.097275107537e-02 
       2.952219439553e-02      -4.626997708797e-01      -9.301151686334e+01      -1.074168164768e+02      -3.368542520396e-01      -2.110665075519e+01      -2.110665075519e+01      -2.110665075519e+01      -1.008387644942e+02      -1.051894330308e+02       2.601259713075e-01       2.601091276511e-01       2.148336156331e+02       1.698128656751e-01       4.366001949894e-01      -9.024838276800e-06       1.956621142928e-05      -9.478534587807e-09       3.091103371463e-04       8.364247458544e-02       8.489892453427e-02       1.695839024308e-01      -5.697532827186e-04       2.627376068906e-02       2.627376068906e-02       2.627376068906e-02       8.140826841480e-02 
       2.966446905307e-02      -4.638445768350e-01      -9.343361881807e+01      -1.080205648557e+02      -3.276219199050e-01      -2.111129899765e+01      -2.111129899765e+01      -2.111129899765e+01      -1.013857997999e+02      -1.057650819083e+02       2.590339973962e-01       2.590171889313e-01       2.160411122543e+02       1.707395887140e-01       4.347737564726e-01      -9.008922766953e-06       1.960330486965e-05      -9.458789980719e-09       7.455782566142e-05       8.409130148890e-02       8.536237089402e-02       1.705084963383e-01      -5.525688328216e-04       2.629733658132e-02       2.629733658132e-02       2.629733658132e-02       8.184420024876e-02 
       2.980704993042e-02      -4.617654754815e-01      -9.385536636058e+01      -1.086246256018e+02      -3.188221941951e-01      -2.111544450446e+01      -2.111544450446e+01      -2.111544450446e+01      -1.019329903213e+02      -1.063409398916e+02       2.579460625974e-01       2.579293647224e-01       2.172492336093e+02       1.716666348859e-01       4.329540383981e-01      -8.993074920970e-06       1.959777204000e-05      -9.434224053413e-09      -1.712136297737e-04       8.454022688829e-02       8.582593599006e-02       1.714333672134e-01      -5.113322177259e-04       2.632019784644e-02       2.632019784644e-02       2.632019784644e-02       8.228010927198e-02 
       2.994994443973e-02      -4.318291527348e-01      -9.427602777168e+01      -1.092287017602e+02      -3.183423094877e-01      -2.111901559198e+01      -2.111901559198e+01      -2.111901559198e+01      -1.024798243373e+02      -1.069166428104e+02       2.568594173843e-01       2.568432821345e-01       2.184573857993e+02       1.725951696841e-01       4.311394111341e-01      -8.971686867329e-06       1.884395028829e-05      -8.983273071475e-09      -1.724669826472e-04       8.498910380594e-02       8.628951350568e-02       1.723590017947e-01      -4.004726203530e-04       2.634243555881e-02       2.634243555881e-02       2.634243555881e-02       8.271814146846e-02 
       3.009316020346e-02      -4.268597834809e-01      -9.469614819389e+01      -1.098330700701e+02      -3.118302690428e-01      -2.112208331862e+01      -2.112208331862e+01      -2.112208331862e+01      -1.030269559904e+02      -1.074925088997e+02       2.557783546194e-01       2.557624190651e-01       2.196661222834e+02       1.735221765627e-01       4.293310311987e-01      -8.954548088267e-06       1.879158261839e-05      -8.959006697119e-09      -3.700595639960e-04       8.543786513944e-02       8.675301621995e-02       1.732837790099e-01      -3.453905566751e-04       2.636379325110e-02       2.636379325110e-02       2.636379325110e-02       8.315433306315e-02 
       3.023670506170e-02      -4.193183227782e-01      -9.511534802385e+01      -1.104375394425e+02      -3.062019519381e-01      -2.112459719515e+01      -2.112459719515e+01      -2.112459719515e+01      -1.035739920625e+02      -1.080683179237e+02       2.547004188169e-01       2.546847462896e-01       2.208750608927e+02       1.744490865968e-01       4.275278492063e-01      -8.937039686351e-06       1.870240523864e-05      -8.931785116193e-09      -5.626796663167e-04       8.588648820435e-02       8.721643458560e-02       1.742084159959e-01      -2.751583883059e-04       2.638437715316e-02       2.638437715316e-02       2.638437715316e-02       8.359044883291e-02 
       3.038058707965e-02      -4.093305463994e-01      -9.553450720733e+01      -1.110424867776e+02      -3.016449239560e-01      -2.112664590683e+01      -2.112664590683e+01      -2.112664590683e+01      -1.041213692120e+02      -1.086445245565e+02       2.536265855343e-01       2.536112367746e-01       2.220849554278e+02       1.753766150722e-01       4.257314847348e-01      -8.919104924323e-06       1.857743163616e-05      -8.902128691363e-09      -7.435618280833e-04       8.633538799179e-02       8.768012765351e-02       1.751336384951e-01      -1.927834962872e-04       2.640429932591e-02       2.640429932591e-02       2.640429932591e-02       8.402690317283e-02 
       3.052481455554e-02      -3.123973253614e-01      -9.595279791872e+01      -1.116476099663e+02      -3.261376665288e-01      -2.112816493273e+01      -2.112816493273e+01      -2.112816493273e+01      -1.046681450165e+02      -1.092207454345e+02       2.525495245832e-01       2.525358684273e-01       2.232952017127e+02       1.763105513829e-01       4.239403017683e-01      -8.880087677526e-06       1.585562956969e-05      -7.301225449982e-09       2.354896490063e-05       8.678490045324e-02       8.814449105802e-02       1.760627895752e-01       3.260300228172e-05       2.642416793212e-02       2.642416793212e-02       2.642416793212e-02       8.447257348342e-02 
       3.066939602888e-02      -3.116151521137e-01      -9.637084372280e+01      -1.122531380545e+02      -3.252857921570e-01      -2.112921577793e+01      -2.112921577793e+01      -2.112921577793e+01      -1.052158445277e+02      -1.097972705581e+02       2.514827507729e-01       2.514692589970e-01       2.245062577627e+02       1.772384228519e-01       4.221552943250e-01      -8.857554879610e-06       1.583608034689e-05      -7.300601849522e-09       4.732086283179e-05       8.723402276460e-02       8.860847484188e-02       1.769884775323e-01       2.445770695364e-05       2.644277918304e-02       2.644277918304e-02       2.644277918304e-02       8.491108936527e-02 
       3.081434028899e-02      -3.111362441025e-01      -9.678853341819e+01      -1.128590833799e+02      -3.243162734294e-01      -2.112977956050e+01      -2.112977956050e+01      -2.112977956050e+01      -1.057638077634e+02      -1.103740931859e+02       2.504195589832e-01       2.504062216023e-01       2.257181482869e+02       1.781667639933e-01       4.203762172340e-01      -8.834976024161e-06       1.582073290597e-05      -7.300123572840e-09       7.003163472228e-05       8.768335707678e-02       8.907269780142e-02       1.779146354347e-01       1.473535867159e-05       2.646073928524e-02       2.646073928524e-02       2.646073928524e-02       8.534978962127e-02 
       3.095965638398e-02      -3.109402315539e-01      -9.720581630509e+01      -1.134654130542e+02      -3.232107353319e-01      -2.112984811539e+01      -2.112984811539e+01      -2.112984811539e+01      -1.063120003669e+02      -1.109511776762e+02       2.493597544896e-01       2.493465620380e-01       2.269308075085e+02       1.790955169505e-01       4.186027446398e-01      -8.812365221349e-06       1.580937458790e-05      -7.299724131577e-09       9.087194281562e-05       8.813287297539e-02       8.953713075414e-02       1.788412049398e-01       3.852353497544e-06       2.647803810252e-02       2.647803810252e-02       2.647803810252e-02       8.578863846638e-02 
       3.110535363016e-02      -3.220161097333e-01      -9.762293091343e+01      -1.140722090954e+02      -3.181418821538e-01      -2.112943761970e+01      -2.112943761970e+01      -2.112943761970e+01      -1.068606011328e+02      -1.115286302409e+02       2.483043120516e-01       2.482910810228e-01       2.281443994575e+02       1.800239649608e-01       4.168350716729e-01      -8.792675196180e-06       1.615338370583e-05      -7.518732339837e-09      -2.080642034391e-05       8.858257446971e-02       9.000175783855e-02       1.797678060202e-01      -2.143218321446e-05       2.649459855826e-02       2.649459855826e-02       2.649459855826e-02       8.622639940123e-02 
       3.125144162181e-02      -3.204700280202e-01      -9.803956879477e+01      -1.146794388091e+02      -3.166375387912e-01      -2.112853373068e+01      -2.112853373068e+01      -2.112853373068e+01      -1.074093700323e+02      -1.121063755616e+02       2.472512029181e-01       2.472381373950e-01       2.293588587563e+02       1.809537820336e-01       4.150727298285e-01      -8.770497678486e-06       1.612467012490e-05      -7.513686103464e-09      -2.716879488263e-05       8.903255235676e-02       9.046670419395e-02       1.806954117317e-01      -1.900366284700e-05       2.651058339246e-02       2.651058339246e-02       2.651058339246e-02       8.666541622471e-02 
       3.139793024138e-02      -3.188501475223e-01      -9.845600484679e+01      -1.152871573475e+02      -3.151720039407e-01      -2.112715251460e+01      -2.112715251460e+01      -2.112715251460e+01      -1.079584805862e+02      -1.126845027597e+02       2.462013922612e-01       2.461884923833e-01       2.305742957042e+02       1.818841989544e-01       4.133158456131e-01      -8.748224824954e-06       1.609444864773e-05      -7.508399434942e-09      -3.321664836107e-05       8.948281490041e-02       9.093194925136e-02       1.816236141823e-01      -1.618323133623e-05       2.652592375154e-02       2.652592375154e-02       2.652592375154e-02       8.710468912814e-02 
       3.154482967027e-02      -3.138901323620e-01      -9.887256289166e+01      -1.158955430708e+02      -3.147225822914e-01      -2.112532914144e+01      -2.112532914144e+01      -2.112532914144e+01      -1.085081014616e+02      -1.132632126891e+02       2.451549555664e-01       2.451422760216e-01       2.317910670230e+02       1.828157838855e-01       4.115649423479e-01      -8.725173140876e-06       1.596114629182e-05      -7.440651301755e-09      -9.396551221723e-06       8.993356130543e-02       9.139767756964e-02       1.825528863284e-01      -6.810525512813e-06       2.654068952202e-02       2.654068952202e-02       2.654068952202e-02       8.754468306909e-02 
       3.169215039998e-02      -3.125555771572e-01      -9.928899979940e+01      -1.165045240318e+02      -3.134066803698e-01      -2.112304331866e+01      -2.112304331866e+01      -2.112304331866e+01      -1.090581887424e+02      -1.138424069357e+02       2.441120320676e-01       2.440995099288e-01       2.330090288162e+02       1.837478816787e-01       4.098194486979e-01      -8.702564823145e-06       1.593370343059e-05      -7.436208157400e-09      -7.666412629889e-06       9.038465011055e-02       9.186376684832e-02       1.834827716644e-01      -7.282703976031e-06       2.655480933120e-02       2.655480933120e-02       2.655480933120e-02       8.798477526885e-02 
       3.183990324387e-02      -3.112456265823e-01      -9.970511318320e+01      -1.171140150968e+02      -3.120873174738e-01      -2.112027223240e+01      -2.112027223240e+01      -2.112027223240e+01      -1.096086172497e+02      -1.144219822361e+02       2.430720275476e-01       2.430596603746e-01       2.342280108169e+02       1.846805818120e-01       4.080787816623e-01      -8.679872671341e-06       1.590631364728e-05      -7.431631987469e-09      -5.956832789825e-06       9.083601171411e-02       9.233015760163e-02       1.844132554602e-01      -7.879836790573e-06       2.656827740316e-02       2.656827740316e-02       2.656827740316e-02       8.842512043642e-02 
       3.198809934945e-02      -3.099608186496e-01      -1.001218191925e+02      -1.177244233204e+02      -3.107642754128e-01      -2.111710215895e+01      -2.111710215895e+01      -2.111710215895e+01      -1.101598522135e+02      -1.150024243611e+02       2.420358406832e-01       2.420236260306e-01       2.354488271345e+02       1.856146523253e-01       4.063444370674e-01      -8.657112087188e-06       1.587903804716e-05      -7.426948288012e-09      -4.323310186050e-06       9.128808425876e-02       9.279723386448e-02       1.853451140953e-01      -8.575944965220e-06       2.658120411646e-02       2.658120411646e-02       2.658120411646e-02       8.886609465254e-02 
       3.213675021122e-02      -3.094725738649e-01      -1.005377959102e+02      -1.183352492117e+02      -3.091936495468e-01      -2.111341452366e+01      -2.111341452366e+01      -2.111341452366e+01      -1.107112989179e+02      -1.155831066599e+02       2.410020696566e-01       2.409899918872e-01       2.366704787871e+02       1.865490472335e-01       4.046139894907e-01      -8.634444505362e-06       1.587702050416e-05      -7.437797938731e-09      -1.017728213144e-05       9.174028029615e-02       9.326449730371e-02       1.862773119728e-01      -1.062887956623e-05       2.659343314097e-02       2.659343314097e-02       2.659343314097e-02       8.930713218026e-02 
       3.228586768422e-02      -3.081307736299e-01      -1.009547118334e+02      -1.189471682983e+02      -3.078475188271e-01      -2.110935683033e+01      -2.110935683033e+01      -2.110935683033e+01      -1.112637390520e+02      -1.161648581905e+02       2.399721923146e-01       2.399602644766e-01       2.378943168301e+02       1.874851936701e-01       4.028900875362e-01      -8.611572678942e-06       1.584843360449e-05      -7.432530456041e-09      -1.042384954609e-05       9.219337177833e-02       9.373261055063e-02       1.872112430955e-01      -1.050828328704e-05       2.660516308568e-02       2.660516308568e-02       2.660516308568e-02       8.974901576155e-02 
       3.243546399815e-02      -3.067891836242e-01      -1.013714642997e+02      -1.195597350677e+02      -3.065062074806e-01      -2.110482526824e+01      -2.110482526824e+01      -2.110482526824e+01      -1.118166547192e+02      -1.167471318337e+02       2.389449831311e-01       2.389332035731e-01       2.391194502385e+02       1.884221685209e-01       4.011705949550e-01      -8.588615302441e-06       1.581951487845e-05      -7.427101027260e-09      -1.067119286643e-05       9.264685245310e-02       9.420113792939e-02       1.881459989554e-01      -1.036555057227e-05       2.661625764627e-02       2.661625764627e-02       2.661625764627e-02       9.019126052931e-02 
       3.258555177219e-02      -3.054486903636e-01      -1.017886846910e+02      -1.201732717970e+02      -3.051707890039e-01      -2.109988242995e+01      -2.109988242995e+01      -2.109988242995e+01      -1.123704002038e+02      -1.173302976623e+02       2.379210578055e-01       2.379094248715e-01       2.403465235663e+02       1.893605579491e-01       3.994565371624e-01      -8.565584520878e-06       1.579031031837e-05      -7.421532178424e-09      -1.091006857279e-05       9.310104767137e-02       9.467037253130e-02       1.890821706799e-01      -1.020478941963e-05       2.662679639669e-02       2.662679639669e-02       2.662679639669e-02       9.063415249130e-02 
       3.273614403066e-02      -3.039949067861e-01      -1.022063709625e+02      -1.207877672155e+02      -3.038781469011e-01      -2.109452130956e+01      -2.109452130956e+01      -2.109452130956e+01      -1.129249649707e+02      -1.179143458308e+02       2.369002313835e-01       2.368887454766e-01       2.415755142725e+02       1.903003542202e-01       3.977476185733e-01      -8.542447159964e-06       1.575691005583e-05      -7.413362175694e-09      -9.989767270671e-06       9.355595387808e-02       9.514030667866e-02       1.900197474613e-01      -9.870431435290e-06       2.663677231931e-02       2.663677231931e-02       2.663677231931e-02       9.107769646648e-02 
       3.288725421931e-02      -3.026717863678e-01      -1.026243597003e+02      -1.214032396691e+02      -3.025555337316e-01      -2.108873490121e+01      -2.108873490121e+01      -2.108873490121e+01      -1.134803413122e+02      -1.184992665849e+02       2.358823458010e-01       2.358710029783e-01       2.428064590483e+02       1.912415283137e-01       3.960435503042e-01      -8.519257536003e-06       1.572734812415e-05      -7.407561116630e-09      -9.949236569617e-06       9.401154160141e-02       9.561093373237e-02       1.909587044551e-01      -9.830424494669e-06       2.664617481890e-02       2.664617481890e-02       2.664617481890e-02       9.152186145514e-02 
       3.303889622257e-02      -3.013533160360e-01      -1.030433099048e+02      -1.220199418332e+02      -3.012375688051e-01      -2.108257338566e+01      -2.108257338566e+01      -2.108257338566e+01      -1.140368301682e+02      -1.190853754258e+02       2.348678575728e-01       2.348566561519e-01       2.440398632448e+02       1.921845843239e-01       3.943451030360e-01      -8.495996925199e-06       1.569758483894e-05      -7.401637401698e-09      -9.908696296741e-06       9.446810558529e-02       9.608250175599e-02       1.918995490497e-01      -9.790405938591e-06       2.665506926292e-02       2.665506926292e-02       2.665506926292e-02       9.196690122000e-02 
       3.319108438160e-02      -3.000381574253e-01      -1.034623681621e+02      -1.226375335462e+02      -2.999229143107e-01      -2.107595639415e+01      -2.107595639415e+01      -2.107595639415e+01      -1.145940294911e+02      -1.196722528310e+02       2.338557722603e-01       2.338447106302e-01       2.452750465389e+02       1.931288623611e-01       3.926506226856e-01      -8.472650957724e-06       1.566756045833e-05      -7.395562953334e-09      -9.868162484271e-06       9.492526251921e-02       9.655468078812e-02       1.928416131286e-01      -9.750392425711e-06       2.666335420498e-02       2.666335420498e-02       2.666335420498e-02       9.241249086910e-02 
       3.334383351329e-02      -2.987274310181e-01      -1.038824447965e+02      -1.232564506782e+02      -2.986126902635e-01      -2.106896728608e+01      -2.106896728608e+01      -2.106896728608e+01      -1.151524266714e+02      -1.202604080348e+02       2.328469231720e-01       2.328359997053e-01       2.465128806706e+02       1.940751673851e-01       3.909614959250e-01      -8.449234514827e-06       1.563733677089e-05      -7.389366640964e-09      -9.827618491345e-06       9.538346444771e-02       9.702787332577e-02       1.937857092895e-01      -9.710366785528e-06       2.667113608826e-02       2.667113608826e-02       2.667113608826e-02       9.285902368795e-02 
       3.349715893028e-02      -2.974201223549e-01      -1.043029258889e+02      -1.238764500856e+02      -2.973058826238e-01      -2.106154642976e+01      -2.106154642976e+01      -2.106154642976e+01      -1.157117336607e+02      -1.208495405624e+02       2.318405529432e-01       2.318297660712e-01       2.477528793529e+02       1.950230259603e-01       3.892764618402e-01      -8.425736073720e-06       1.560686951482e-05      -7.383027596713e-09      -9.787073544642e-06       9.584243652528e-02       9.750184264145e-02       1.947313582244e-01      -9.670338716594e-06       2.667833942519e-02       2.667833942519e-02       2.667833942519e-02       9.330626649166e-02 
       3.365107646203e-02      -2.961176798551e-01      -1.047249190221e+02      -1.244981086195e+02      -2.960039392131e-01      -2.105380115688e+01      -2.105380115688e+01      -2.105380115688e+01      -1.162725810826e+02      -1.214403093324e+02       2.308377482535e-01       2.308270963800e-01       2.489961962875e+02       1.959734831800e-01       3.875973318203e-01      -8.402178166038e-06       1.557623773678e-05      -7.376583003573e-09      -9.746516859282e-06       9.630275569036e-02       9.797711129324e-02       1.956796133835e-01      -9.630296765043e-06       2.668510084760e-02       2.668510084760e-02       2.668510084760e-02       9.375472835303e-02 
       3.380560247698e-02      -2.948184045294e-01      -1.051475057181e+02      -1.251209115174e+02      -2.947051617266e-01      -2.104562323059e+01      -2.104562323059e+01      -2.104562323059e+01      -1.168344159191e+02      -1.220321371551e+02       2.298372206454e-01       2.298267022561e-01       2.502418019500e+02       1.969256201603e-01       3.859219539936e-01      -8.378530849713e-06       1.554536131150e-05      -7.369995000382e-09      -9.705938005093e-06       9.676392442555e-02       9.845321984888e-02       1.966295500904e-01      -9.590231246667e-06       2.669128398532e-02       2.669128398532e-02       2.669128398532e-02       9.420396241699e-02 
       3.396075390591e-02      -2.935228931973e-01      -1.055711125314e+02      -1.257451801859e+02      -2.934101467453e-01      -2.103706300761e+01      -2.103706300761e+01      -2.103706300761e+01      -1.173975611221e+02      -1.226253616974e+02       2.288394281322e-01       2.288290417140e-01       2.514903391533e+02       1.978799773575e-01       3.842510952923e-01      -8.354808878681e-06       1.551427696312e-05      -7.363281002126e-09      -9.665344752978e-06       9.722622332204e-02       9.893043852907e-02       1.975817103541e-01      -9.550149676729e-06       2.669695258424e-02       2.669695258424e-02       2.669695258424e-02       9.465422902880e-02 
       3.411654826661e-02      -2.922315713617e-01      -1.059962182205e+02      -1.263711498343e+02      -2.921193195928e-01      -2.102815828832e+01      -2.102815828832e+01      -2.102815828832e+01      -1.179622775561e+02      -1.232202558307e+02       2.278446845130e-01       2.278344285609e-01       2.527422783159e+02       1.988369860858e-01       3.825852771175e-01      -8.331017967420e-06       1.548301188877e-05      -7.356453957437e-09      -9.624727265546e-06       9.768989232691e-02       9.940898300086e-02       1.985365292378e-01      -9.510042011668e-06       2.670215533963e-02       2.670215533963e-02       2.670215533963e-02       9.510573822525e-02 
       3.427300368992e-02      -2.909433608395e-01      -1.064222029626e+02      -1.269985431773e+02      -2.908316025232e-01      -2.101884337526e+01      -2.101884337526e+01      -2.101884337526e+01      -1.185282486276e+02      -1.238164893006e+02       2.268521789816e-01       2.268420520493e-01       2.539970648674e+02       1.997961238326e-01       3.809231476195e-01      -8.307141906107e-06       1.545151712205e-05      -7.349490875647e-09      -9.584085409532e-06       9.815463916333e-02       9.988859200768e-02       1.994934794784e-01      -9.469908599760e-06       2.670680915567e-02       2.670680915567e-02       2.670680915567e-02       9.555823428831e-02 
       3.443013894710e-02      -2.896591838522e-01      -1.068498467986e+02      -1.276277935444e+02      -2.895479173803e-01      -2.100919127855e+01      -2.100919127855e+01      -2.100919127855e+01      -1.190959400907e+02      -1.244145490527e+02       2.258626053836e-01       2.258526060155e-01       2.552555654666e+02       2.007581642319e-01       3.792658640620e-01      -8.283197027529e-06       1.541984527691e-05      -7.342416954495e-09      -9.543415965923e-06       9.862088337748e-02       1.003696523702e-01       2.004533397272e-01      -9.429745803018e-06       2.671100737800e-02       2.671100737800e-02       2.671100737800e-02       9.601209261407e-02 
       3.458797347891e-02      -2.883789457028e-01      -1.072792122856e+02      -1.282589854851e+02      -2.882681695051e-01      -2.099920489252e+01      -2.099920489252e+01      -2.099920489252e+01      -1.196654291548e+02      -1.250145162366e+02       2.248758938022e-01       2.248660205680e-01       2.565179492125e+02       2.017232378870e-01       3.776133104496e-01      -8.259183761962e-06       1.538799722404e-05      -7.335233024137e-09      -9.502719345528e-06       9.908868869762e-02       1.008522293894e-01       2.014162403424e-01      -9.389554074535e-06       2.671475421229e-02       2.671475421229e-02       2.671475421229e-02       9.646737503320e-02 
       3.474652742620e-02      -2.871011995047e-01      -1.077094985303e+02      -1.288916834035e+02      -2.869909125928e-01      -2.098879087013e+01      -2.098879087013e+01      -2.098879087013e+01      -1.202362442970e+02      -1.256158987668e+02       2.238909460951e-01       2.238811976347e-01       2.577833449135e+02       2.026905616060e-01       3.759636524729e-01      -8.235076000093e-06       1.535590327873e-05      -7.327906466143e-09      -9.461986226863e-06       9.955763082600e-02       1.013359314783e-01       2.023813931585e-01      -9.349324725030e-06       2.671793101912e-02       2.671793101912e-02       2.671793101912e-02       9.692370053726e-02 
       3.490582166236e-02      -2.858272111984e-01      -1.081417422896e+02      -1.295264686555e+02      -2.857174120638e-01      -2.097804709011e+01      -2.097804709011e+01      -2.097804709011e+01      -1.208090089390e+02      -1.262193484206e+02       2.229087149921e-01       2.228990899252e-01       2.590529152812e+02       2.036611706664e-01       3.743184792206e-01      -8.210895140309e-06       1.532363343671e-05      -7.320471063425e-09      -9.421211426346e-06       1.000282743406e-01       1.018212762812e-01       2.033498406558e-01      -9.309051992365e-06       2.672066349809e-02       2.672066349809e-02       2.672066349809e-02       9.738157197687e-02 
       3.506587782758e-02      -2.845567034550e-01      -1.085758918552e+02      -1.301633667020e+02      -2.844473907028e-01      -2.096696344683e+01      -2.096696344683e+01      -2.096696344683e+01      -1.213837354867e+02      -1.268248787275e+02       2.219289923436e-01       2.219194893209e-01       2.603267112374e+02       2.046350882614e-01       3.726774438868e-01      -8.186638683923e-06       1.529117831345e-05      -7.312923114514e-09      -9.380396689053e-06       1.005006226086e-01       1.023082753929e-01       2.043216047600e-01      -9.268737748068e-06       2.672293916444e-02       2.672293916444e-02       2.672293916444e-02       9.784099859100e-02 
