# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04722e-05 to 26.3317 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime          17:t_g                   18:t_b                   19:t_cdm                 20:t_ur                  21:t_ncdm[0]             22:t_ncdm[1]             23:t_ncdm[2]             24:t_tot                 25:shear_ncdm[0]         26:shear_ncdm[1]         27:shear_ncdm[2]         28:cs2_ncdm[0]           29:cs2_ncdm[1]           30:cs2_ncdm[2]           31:l3_ncdm[0]            32:l3_ncdm[1]            33:l3_ncdm[2]         
       1.047219961802e-04      -4.053826995294e-03      -3.044176227707e-03      -3.044181465358e-03      -4.053582909415e-03      -3.058938706733e-03      -3.058938706733e-03      -3.058938706733e-03      -3.051844510294e-03       6.040398316295e-01       5.994870516235e-01       6.014336950277e-03       4.992251870406e-06       9.999426875515e-01      -1.515414035130e-08       4.440567688867e-08       2.488335012648e-06       2.495068584970e-06       2.495069223952e-06       2.488160007348e-06       2.494752585345e-06       2.494752585345e-06       2.494752585345e-06       2.494992853042e-06       1.867480955422e-05       1.867480955422e-05       1.867480955422e-05       8.235576655899e-03       8.235576655899e-03       8.235576655899e-03       7.162566770296e-06       7.162566770296e-06       7.162566770296e-06 
       1.318371821650e-04      -6.419994847162e-03      -4.824552970226e-03      -4.824566126166e-03      -6.419382279862e-03      -4.847523541445e-03      -4.847523541445e-03      -4.847523541445e-03      -4.836658363939e-03       6.040162005643e-01       5.994680941409e-01       9.531863565452e-03       7.911925108410e-06       9.999091768771e-01      -2.400657302406e-08       7.031937990774e-08       3.937355928613e-06       3.954260822964e-06       3.954262427892e-06       3.936917124927e-06       3.953467189644e-06       3.953467189644e-06       3.953467189644e-06       3.954070682093e-06       2.959085044054e-05       2.959085044054e-05       2.959085044054e-05       8.235143409106e-03       8.235143409106e-03       8.235143409106e-03       1.428833943119e-05       1.428833943119e-05       1.428833943119e-05 
       1.659731788469e-04      -1.016273901518e-02      -7.646046577451e-03      -7.646079623455e-03      -1.016120249451e-02      -7.681381768292e-03      -7.681381768292e-03      -7.681381768292e-03      -7.665111813854e-03       6.039787643945e-01       5.994380575930e-01       1.510643793389e-02       1.253890100267e-05       9.998560825587e-01      -3.801968921596e-08       1.113009588470e-07       6.224261291649e-06       6.266688360019e-06       6.266692391120e-06       6.223162204921e-06       6.264695328629e-06       6.264695328629e-06       6.264695328629e-06       6.266211102557e-06       4.688144255298e-05       4.688144255298e-05       4.688144255298e-05       8.234456893165e-03       8.234456893165e-03       8.234456893165e-03       2.849993622305e-05       2.849993622305e-05       2.849993622305e-05 
       2.089478525266e-04      -1.607608539158e-02      -1.211727684435e-02      -1.211735984954e-02      -1.607223447898e-02      -1.217059106964e-02      -1.217059106964e-02      -1.217059106964e-02      -1.214719082557e-02       6.039194665234e-01       5.993904681939e-01       2.394071510449e-02       1.987117374468e-05       9.997719754867e-01      -6.018675562169e-08       1.760295666536e-07       9.824617654329e-06       9.931046045157e-06       9.931056169400e-06       9.821869332517e-06       9.926041707354e-06       9.926041707354e-06       9.926041707354e-06       9.929848639442e-06       7.425967151649e-05       7.425967151649e-05       7.425967151649e-05       8.233369174936e-03       8.233369174936e-03       8.233369174936e-03       5.683626265022e-05       5.683626265022e-05       5.683626265022e-05 
       2.630497612855e-04      -2.540175778776e-02      -1.920235464480e-02      -1.920256313189e-02      -2.539211911077e-02      -1.928010423425e-02      -1.928010423425e-02      -1.928010423425e-02      -1.924900695109e-02       6.038255751427e-01       5.993150853695e-01       3.794002268434e-02       3.148955861180e-05       9.996387792401e-01      -9.521306579269e-08       2.780594738255e-07       1.547040880875e-05       1.573717418710e-05       1.573719961221e-05       1.546355477188e-05       1.572461154044e-05       1.572461154044e-05       1.572461154044e-05       1.573417204718e-05       1.175872287101e-04       1.175872287101e-04       1.175872287101e-04       8.231646102583e-03       8.231646102583e-03       8.231646102583e-03       1.133129122625e-04       1.133129122625e-04       1.133129122625e-04 
       3.311600290487e-04      -4.006603609419e-02      -3.042807304715e-02      -3.042859671074e-02      -4.004196110637e-02      -3.053436768207e-02      -3.053436768207e-02      -3.053436768207e-02      -3.050011310351e-02       6.036769918279e-01       5.991957157146e-01       6.012221431189e-02       4.989722606973e-05       9.994279393460e-01      -1.504602628260e-07       4.383709099226e-07       2.426772070079e-05       2.493553931155e-05       2.493560315539e-05       2.425069982534e-05       2.490401392181e-05       2.490401392181e-05       2.490401392181e-05       2.492802054408e-05       1.860963028933e-04       1.860963028933e-04       1.860963028933e-04       8.228917339416e-03       8.228917339416e-03       8.228917339416e-03       2.258036190488e-04       2.258036190488e-04       2.258036190488e-04 
       4.169057759399e-04      -6.301820132865e-02      -4.821118194773e-02      -4.821249717806e-02      -6.295826737235e-02      -4.833719823208e-02      -4.833719823208e-02      -4.833719823208e-02      -4.832060994613e-02       6.034420649653e-01       5.990067872575e-01       9.526553514419e-02       7.905579436647e-05       9.990944368366e-01      -2.373571321728e-07       6.889694547653e-07       3.783613157710e-05       3.950463494275e-05       3.950479522416e-05       3.779414960358e-05       3.942556817032e-05       3.942556817032e-05       3.942556817032e-05       3.948583692915e-05       2.942740195660e-04       2.942740195660e-04       2.942740195660e-04       8.224597873778e-03       8.224597873778e-03       8.224597873778e-03       4.496367070659e-04       4.496367070659e-04       4.496367070659e-04 
       5.248532756546e-04      -9.867660426132e-02      -7.637433855950e-02      -7.637764175326e-02      -9.852818560578e-02      -7.646773998035e-02      -7.646773998035e-02      -7.646773998035e-02      -7.653593129012e-02       6.030711362167e-01       5.987080080678e-01       1.509311504145e-01       1.252299153050e-04       9.985675130912e-01      -3.734249586321e-07       1.077508934010e-06       5.841621020718e-05       6.257178944454e-05       6.257219170819e-05       5.831378970140e-05       6.237366482449e-05       6.237366482449e-05       6.237366482449e-05       6.252492010545e-05       4.647197207519e-04       4.647197207519e-04       4.647197207519e-04       8.217765376975e-03       8.217765376975e-03       8.217765376975e-03       8.943032080907e-04       8.943032080907e-04       8.943032080907e-04 
       6.607511261849e-04      -1.534184359276e-01      -1.209570238476e-01      -1.209653184068e-01      -1.530539786282e-01      -1.208392060344e-01      -1.208392060344e-01      -1.208392060344e-01      -1.211837353945e-01       6.024867570289e-01       5.982361068838e-01       2.390731050643e-01       1.983133023952e-04       9.977364917187e-01      -5.849757783639e-07       1.672027271767e-06       8.877425254942e-05       9.907274206580e-05       9.907375113485e-05       8.852880026852e-05       9.857698696376e-05       9.857698696376e-05       9.857698696376e-05       9.895638714230e-05       7.323545594552e-04       7.323545594552e-04       7.323545594552e-04       8.206970256181e-03       8.206970256181e-03       8.206970256181e-03       1.775430351787e-03       1.775430351787e-03       1.775430351787e-03 
       8.318363836258e-04      -2.358479235691e-01      -1.914839797904e-01      -1.915048048256e-01      -2.349649504811e-01      -1.906342861342e-01      -1.906342861342e-01      -1.906342861342e-01      -1.917708002324e-01       6.015692766640e-01       5.974922719180e-01       3.785635574773e-01       3.138994776256e-04       9.964295947956e-01      -9.101676023828e-07       2.562430538470e-06       1.314577918589e-04       1.567791373097e-04       1.567816665421e-04       1.308866783938e-04       1.555414163447e-04       1.555414163447e-04       1.555414163447e-04       1.564922533165e-04       1.150316440919e-03       1.150316440919e-03       1.150316440919e-03       8.189945711705e-03       8.189945711705e-03       8.189945711705e-03       3.514389336909e-03       3.514389336909e-03       3.514389336909e-03 
       1.047219961802e-03      -3.560880039101e-01      -3.029346798181e-01      -3.029869517309e-01      -3.539948290826e-01      -2.999417131337e-01      -2.999417131337e-01      -2.999417131337e-01      -3.032124016232e-01       6.001366136421e-01       5.963235272902e-01       5.991300655422e-01       4.964887029209e-04       9.943834531710e-01      -1.401027089267e-06       3.849565046184e-06       1.864003756900e-04       2.478845033117e-04       2.478908352347e-04       1.851368723312e-04       2.448052716849e-04       2.448052716849e-04       2.448052716849e-04       2.471847720853e-04       1.797444697064e-03       1.797444697064e-03       1.797444697064e-03       8.163176165625e-03       8.163176165625e-03       8.163176165625e-03       6.924426006106e-03       6.924426006106e-03       6.924426006106e-03 
       1.318371821650e-03      -5.223384055686e-01      -4.787669519867e-01      -4.788981003612e-01      -5.175491058281e-01      -4.699626268301e-01      -4.699626268301e-01      -4.699626268301e-01      -4.787829723439e-01       5.979183103022e-01       5.944963578709e-01       9.474378047677e-01       7.843920460725e-04       9.912020677910e-01      -2.120505108508e-06       5.601335071397e-06       2.450616355305e-04       3.914200206259e-04       3.914358427320e-04       2.425101939363e-04       3.838019634567e-04       3.838019634567e-04       3.838019634567e-04       3.897421432640e-04       2.785834622652e-03       2.785834622652e-03       2.785834622652e-03       8.121283456751e-03       8.121283456751e-03       8.121283456751e-03       1.354380209523e-02       1.354380209523e-02       1.354380209523e-02 
       1.659731788469e-03      -7.314552878547e-01      -7.554815972860e-01      -7.558104306415e-01      -7.211235930044e-01      -7.316170951256e-01      -7.316170951256e-01      -7.316170951256e-01      -7.545172125962e-01       5.945279807042e-01       5.916623421294e-01       1.496352049494e+00       1.237091551250e-03       9.863081354273e-01      -3.125734369405e-06       7.740214395951e-06       2.792657796203e-04       6.168693625229e-04       6.169087869222e-04       2.749942529669e-04       5.981859568545e-04       5.981859568545e-04       5.981859568545e-04       6.129519414005e-04       4.263337773686e-03       4.263337773686e-03       4.263337773686e-03       8.056230276970e-03       8.056230276970e-03       8.056230276970e-03       2.618746976929e-02       2.618746976929e-02       2.618746976929e-02 
       2.089478525266e-03      -9.501023978801e-01      -1.189350246221e+00      -1.190173891548e+00      -9.299608699257e-01      -1.127743726262e+00      -1.127743726262e+00      -1.127743726262e+00      -1.185610441350e+00       5.894475264570e-01       5.873208123647e-01       2.358743737778e+00       1.945999997267e-03       9.789004338078e-01      -4.422643468288e-06       9.833294749405e-06       2.285251953760e-04       9.694675413805e-04       9.695653629896e-04       2.244347535967e-04       9.242644637256e-04       9.242644637256e-04       9.242644637256e-04       9.606921904502e-04       6.398626341518e-03       6.398626341518e-03       6.398626341518e-03       7.956497350918e-03       7.956497350918e-03       7.956497350918e-03       4.972782370692e-02       4.972782370692e-02       4.972782370692e-02 
       2.630497612855e-03      -1.091830903194e+00      -1.866021687336e+00      -1.868081544672e+00      -1.059268171093e+00      -1.712804043819e+00      -1.712804043819e+00      -1.712804043819e+00      -1.855486328660e+00       5.820507800147e-01       5.807962232658e-01       3.707431682276e+00       3.049674992096e-03       9.679497572420e-01      -5.881712689321e-06       1.088568915384e-05       1.384491833417e-05       1.517836763665e-03       1.518078047206e-03       2.059335807250e-05       1.410733306928e-03       1.410733306928e-03       1.410733306928e-03       1.499375503308e-03       9.326760954754e-03       9.326760954754e-03       9.326760954754e-03       7.806860573781e-03       7.806860573781e-03       7.806860573781e-03       9.181078384934e-02       9.181078384934e-02       9.181078384934e-02 
       3.311600290487e-03      -1.030709931786e+00      -2.913739454883e+00      -2.918878854912e+00      -9.959965982107e-01      -2.546379926971e+00      -2.546379926971e+00      -2.546379926971e+00      -2.888454236664e+00       5.717005179947e-01       5.712718748165e-01       5.802784041625e+00       4.754618949487e-03       9.522831998283e-01      -7.159590501640e-06       9.692755045349e-06      -3.446352149449e-04       2.364933016100e-03       2.365523457614e-03      -3.003838640892e-04       2.119029522032e-03       2.119029522032e-03       2.119029522032e-03       2.329441939141e-03       1.303703841556e-02       1.303703841556e-02       1.303703841556e-02       7.590581337087e-03       7.590581337087e-03       7.590581337087e-03       1.623552889686e-01       1.623552889686e-01       1.623552889686e-01 
       4.169057759399e-03      -7.469176076972e-01      -4.520830901885e+00      -4.533610179879e+00      -7.469550633107e-01      -3.677466793038e+00      -3.677466793038e+00      -3.677466793038e+00      -4.467377056666e+00       5.578991203634e-01       5.579410273274e-01       9.028979366142e+00       7.363137652800e-03       9.307700749400e-01      -7.828457039912e-06       6.865288482889e-06      -4.772886541754e-04       3.663517453356e-03       3.664948742541e-03      -3.850267192829e-04       3.124122162061e-03       3.124122162061e-03       3.124122162061e-03       3.602421026936e-03       1.725849923518e-02       1.725849923518e-02       1.725849923518e-02       7.298180159198e-03       7.298180159198e-03       7.298180159198e-03       2.692922932375e-01       2.692922932375e-01       2.692922932375e-01 
       5.248532756546e-03      -5.714006409769e-01      -6.957432926287e+00      -6.989055268044e+00      -6.273903210814e-01      -5.126911492251e+00      -5.126911492251e+00      -5.126911492251e+00      -6.857041188247e+00       5.403060089382e-01       5.402758782058e-01       1.393912890293e+01       1.131006141868e-02       9.024634843227e-01      -7.980065531540e-06       7.411643650024e-06       1.336003260544e-04       5.635065992243e-03       5.638502157590e-03       1.337796012484e-04       4.522217376529e-03       4.522217376529e-03       4.522217376529e-03       5.537482995731e-03       2.162142495125e-02       2.162142495125e-02       2.162142495125e-02       6.948583189079e-03       6.948583189079e-03       6.948583189079e-03       4.088738844799e-01       4.088738844799e-01       4.088738844799e-01 
       6.607511261849e-03      -8.184401836537e-01      -1.059725443000e+01      -1.067498221514e+01      -8.120107494440e-01      -6.898229561984e+00      -6.898229561984e+00      -6.898229561984e+00      -1.042710421891e+01       5.184020926342e-01       5.181392205691e-01       2.130803773220e+01       1.720580171904e-02       8.664572327474e-01      -8.582943898382e-06       1.389090822571e-05       4.306563454538e-04       8.582863257869e-03       8.591042940932e-03       2.096423249042e-04       6.442219342824e-03       6.442219342824e-03       6.442219342824e-03       8.418841989506e-03       2.648758557687e-02       2.648758557687e-02       2.648758557687e-02       6.614470948917e-03       6.614470948917e-03       6.614470948917e-03       5.618564263526e-01       5.618564263526e-01       5.618564263526e-01 
       8.318363836258e-03      -7.131705432891e-01      -1.592660835050e+01      -1.611588226887e+01      -6.578553053533e-01      -9.035759627611e+00      -9.035759627611e+00      -9.035759627611e+00      -1.566592135848e+01       4.914269634490e-01       4.912975098401e-01       3.218524191944e+01       2.587057959691e-02       8.218883891419e-01      -9.523830309042e-06       1.365794933000e-05      -7.029478992416e-04       1.290106751018e-02       1.292037624195e-02      -4.258819157870e-04       9.007014542888e-03       9.007014542888e-03       9.007014542888e-03       1.261754048123e-02       3.343382872326e-02       3.343382872326e-02       3.343382872326e-02       6.383209370982e-03       6.383209370982e-03       6.383209370982e-03       7.324381557335e-01       7.324381557335e-01       7.324381557335e-01 
       1.047219961802e-02      -5.949906381731e-01      -2.353202804858e+01      -2.398684589328e+01      -6.707787613069e-01      -1.160502162697e+01      -1.160502162697e+01      -1.160502162697e+01      -2.320573063776e+01       4.593019128082e-01       4.591965811275e-01       4.792642168377e+01       3.835372438275e-02       7.686336973701e-01      -9.676805305648e-06       1.550855064389e-05       7.355771098571e-04       1.911829879307e-02       1.916334033639e-02       3.951178749096e-04       1.218052430122e-02       1.218052430122e-02       1.218052430122e-02       1.867566442717e-02       4.191960075545e-02       4.191960075545e-02       4.191960075545e-02       6.196945215801e-03       6.196945215801e-03       6.196945215801e-03       1.009783567464e+00       1.009783567464e+00       1.009783567464e+00 
       1.318371821650e-02      -5.535109513352e-01      -3.403152045151e+01      -3.510329127766e+01      -5.221615564754e-01      -1.444216237681e+01      -1.444216237681e+01      -1.444216237681e+01      -3.378342771259e+01       4.218972991596e-01       4.218288460802e-01       7.015610106947e+01       5.589929278085e-02       7.064739427262e-01      -1.033432094426e-05       1.688620174713e-05      -8.391709084666e-04       2.783235016042e-02       2.793552962893e-02      -1.349277937641e-04       1.570716634201e-02       1.570716634201e-02       1.570716634201e-02       2.711011312105e-02       4.748313577174e-02       4.748313577174e-02       4.748313577174e-02       5.924584997178e-03       5.924584997178e-03       5.924584997178e-03       1.431209124148e+00       1.431209124148e+00       1.431209124148e+00 
       1.659731788464e-02      -6.559157598527e-01      -4.784275257029e+01      -5.029462154743e+01      -5.253858596037e-01      -1.717068976839e+01      -1.717068976839e+01      -1.717068976839e+01      -4.810698734424e+01       3.790628248400e-01       3.790013406511e-01       1.005385212276e+02       7.971056536355e-02       6.351874092938e-01      -1.038338346116e-05       2.060258132730e-05      -2.062816190322e-04       3.961512624218e-02       3.984473511007e-02      -5.028297756832e-04       1.939576834986e-02       1.939576834986e-02       1.939576834986e-02       3.853028901807e-02       5.046470819359e-02       5.046470819359e-02       5.046470819359e-02       5.652280165683e-03       5.652280165683e-03       5.652280165683e-03       1.834026780024e+00       1.834026780024e+00       1.834026780024e+00 
       2.089478501098e-02      -8.199929628849e-01      -6.479169272261e+01      -7.014865253336e+01      -4.508466937038e-01      -1.940905671508e+01      -1.940905671508e+01      -1.940905671508e+01      -6.660069309476e+01       3.311172336929e-01       3.310839871146e-01       1.402478650084e+02       1.105290808117e-01       5.552538682745e-01      -1.012084775284e-05       2.142208955631e-05       1.611027914121e-04       5.476821824640e-02       5.525559994767e-02      -4.865523679974e-04       2.270913240348e-02       2.270913240348e-02       2.270913240348e-02       5.322496348962e-02       5.032790357455e-02       5.032790357455e-02       5.032790357455e-02       5.381907132385e-03       5.381907132385e-03       5.381907132385e-03       2.151336905299e+00       2.151336905299e+00       2.151336905299e+00 
       2.630480888529e-02      -3.232144575117e-01      -8.376493002118e+01      -9.464715353030e+01      -3.649674153397e-01      -2.069591382413e+01      -2.069591382413e+01      -2.069591382413e+01      -8.905523260328e+01       2.793623427275e-01       2.793428818867e-01       1.892480994036e+02       1.480556805272e-01       4.688316997204e-01      -9.459625091415e-06       1.835552348948e-05       9.325835692749e-06       7.306081318924e-02       7.401781691159e-02       2.412345311387e-04       2.504203603871e-02       2.504203603871e-02       2.504203603871e-02       7.101008173371e-02       4.677678931986e-02       4.677678931986e-02       4.677678931986e-02       5.118472118106e-03       5.118472118106e-03       5.118472118106e-03       2.331323987742e+00       2.331323987742e+00       2.331323987742e+00 
       3.309458356287e-02      -3.230076170716e-01      -1.034783504388e+02      -1.231129386863e+02      -3.182426733093e-01      -2.077846937147e+01      -2.077846937147e+01      -2.077846937147e+01      -1.147326553205e+02       2.273760669653e-01       2.273652377345e-01       2.461848547898e+02       1.910632277407e-01       3.818657288670e-01      -8.397850105562e-06       1.568206608057e-05       5.794816741077e-06       9.387482161355e-02       9.552210238613e-02      -3.545714268447e-05       2.596075486205e-02       2.596075486205e-02       2.596075486205e-02       9.129535425360e-02       4.050492806795e-02       4.050492806795e-02       4.050492806795e-02       4.868224078471e-03       4.868224078471e-03       4.868224078471e-03       2.339045134843e+00       2.339045134843e+00       2.339045134843e+00 
       4.102621212815e-02      -2.583269843524e-01      -1.250179920968e+02      -1.538028531535e+02      -2.582230279013e-01      -2.000224026414e+01      -2.000224026414e+01      -2.000224026414e+01      -1.424209769137e+02       1.836643972059e-01       1.836585939753e-01       3.075705038337e+02       2.374208858778e-01       3.085946868558e-01      -7.206422351630e-06       1.389368718560e-05      -7.627151933029e-06       1.164585574230e-01       1.187027173590e-01      -7.897059674236e-06       2.571053305455e-02       2.571053305455e-02       2.571053305455e-02       1.131287534385e-01       3.362946590751e-02       3.362946590751e-02       3.362946590751e-02       4.648669388404e-03       4.648669388404e-03       4.648669388404e-03       2.216924817904e+00       2.216924817904e+00       2.216924817904e+00 
