# Transfer functions T_i(k) for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=40
# for k=1.04722e-05 to 26.3317 h/Mpc,
# number of wavenumbers equal to 126
# d_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# d_tot stands for (delta rho_tot/rho_tot)(k,z) with rho_Lambda NOT included in rho_tot
# (note that this differs from the transfer function output from CAMB/CMBFAST, which gives the same
#  quantities divided by -k^2 with k in Mpc^-1; use format=camb to match CAMB)
# t_i   stands for theta_i(k,z) with above normalization 
# t_tot stands for (sum_i [rho_i+p_i] theta_i)/(sum_i [rho_i+p_i]))(k,z)
#
#    1:k (h/Mpc)              2:d_g                    3:d_b                    4:d_cdm                  5:d_ur                   6:d_ncdm[0]              7:d_ncdm[1]              8:d_ncdm[2]              9:d_tot                 10:phi                   11:psi                   12:h                     13:h_prime               14:eta                   15:eta_prime             16:H_T_Nb_prime          17:t_g                   18:t_b                   19:t_cdm                 20:t_ur                  21:t_ncdm[0]             22:t_ncdm[1]             23:t_ncdm[2]             24:t_tot                 25:shear_ncdm[0]         26:shear_ncdm[1]         27:shear_ncdm[2]         28:cs2_ncdm[0]           29:cs2_ncdm[1]           30:cs2_ncdm[2]           31:l3_ncdm[0]            32:l3_ncdm[1]            33:l3_ncdm[2]         
       4.758506972289e-02      -2.242062969851e-01      -1.467521794359e+02      -1.792334471786e+02      -2.241277934763e-01      -1.933532710937e+01      -1.933532710937e+01      -1.933532710937e+01      -1.659543701930e+02       1.590824996571e-01       1.590787440625e-01       3.584356351487e+02       2.766941440497e-01       2.673128461817e-01      -6.399184776767e-06       1.277262786896e-05      -6.504841015333e-06       1.360241577815e-01       1.383406470984e-01      -6.422502652802e-06       2.529066781042e-02       2.529066781042e-02       2.529066781042e-02       1.316819780214e-01       2.927782464011e-02       2.927782464011e-02       2.927782464011e-02       4.508368573385e-03       4.508368573385e-03       4.508368573385e-03       2.119286344493e+00       2.119286344493e+00       2.119286344493e+00 
       5.236635483676e-02      -2.060114941191e-01      -1.663288992582e+02      -1.987462389913e+02      -2.059390249757e-01      -1.895639979464e+01      -1.895639979464e+01      -1.895639979464e+01      -1.844584317465e+02       1.460056286275e-01       1.460028101051e-01       3.974635580798e+02       3.074904413418e-01       2.453235285310e-01      -5.920297347410e-06       1.210113711906e-05      -5.733190509882e-06       1.516283849493e-01       1.537395609160e-01      -5.660548142138e-06       2.516274784570e-02       2.516274784570e-02       2.516274784570e-02       1.462790332745e-01       2.661016296695e-02       2.661016296695e-02       2.661016296695e-02       4.417830603176e-03       4.417830603176e-03       4.417830603176e-03       2.020756806978e+00       2.020756806978e+00       2.020756806978e+00 
       5.632976847119e-02      -1.938697342654e-01      -1.846371573788e+02      -2.156268296761e+02      -1.938015292231e-01      -1.872051346565e+01      -1.872051346565e+01      -1.872051346565e+01      -2.006791693519e+02       1.372785079256e-01       1.372762101063e-01       4.312263459126e+02       3.344546007462e-01       2.306401423898e-01      -5.591432328933e-06       1.169212805760e-05      -5.151443395597e-06       1.653889947303e-01       1.672222182042e-01      -5.082211272443e-06       2.493058824876e-02       2.493058824876e-02       2.493058824876e-02       1.590691631790e-01       2.510221570206e-02       2.510221570206e-02       2.510221570206e-02       4.356151472791e-03       4.356151472791e-03       4.356151472791e-03       2.004141014551e+00       2.004141014551e+00       2.004141014551e+00 
       5.987828135892e-02      -1.844452320402e-01      -2.018880043689e+02      -2.310826249689e+02      -1.843802526622e-01      -1.846073485084e+01      -1.846073485084e+01      -1.846073485084e+01      -2.156030676370e+02       1.305247206283e-01       1.305228346599e-01       4.621392135949e+02       3.592615898430e-01       2.192779661381e-01      -5.329994023556e-06       1.125771452895e-05      -4.798434384880e-06       1.780626515738e-01       1.796260626539e-01      -4.732253299442e-06       2.485569528670e-02       2.485569528670e-02       2.485569528670e-02       1.708442004120e-01       2.328062108593e-02       2.328062108593e-02       2.328062108593e-02       4.302204876418e-03       4.302204876418e-03       4.302204876418e-03       1.936987369937e+00       1.936987369937e+00       1.936987369937e+00 
       6.319317086957e-02      -1.764064404760e-01      -2.179403918038e+02      -2.455338747083e+02      -1.763442285007e-01      -1.827422425546e+01      -1.827422425546e+01      -1.827422425546e+01      -2.295477518751e+02       1.247697991461e-01       1.247681634972e-01       4.910427919127e+02       3.824480070009e-01       2.095995251978e-01      -5.109139689224e-06       1.099701033068e-05      -4.393828056135e-06       1.898719781918e-01       1.912196730917e-01      -4.330411473937e-06       2.476997287050e-02       2.476997287050e-02       2.476997287050e-02       1.818438470630e-01       2.248801198365e-02       2.248801198365e-02       2.248801198365e-02       4.260332163329e-03       4.260332163329e-03       4.260332163329e-03       1.884102449736e+00       1.884102449736e+00       1.884102449736e+00 
       6.637106240501e-02      -1.690815892570e-01      -2.325352326878e+02      -2.591085019410e+02      -1.690219336774e-01      -1.800461039833e+01      -1.800461039833e+01      -1.800461039833e+01      -2.425687810118e+02       1.195237721592e-01       1.195223846191e-01       5.181929798692e+02       4.041267151142e-01       2.007841953100e-01      -4.918043497148e-06       1.062581998110e-05      -4.189188374439e-06       2.008416773340e-01       2.020592292466e-01      -4.128314657700e-06       2.438257753339e-02       2.438257753339e-02       2.438257753339e-02       1.921035471723e-01       2.104366182150e-02       2.104366182150e-02       2.104366182150e-02       4.216579198076e-03       4.216579198076e-03       4.216579198076e-03       1.865285954049e+00       1.865285954049e+00       1.865285954049e+00 
       6.947018576067e-02      -1.620638730322e-01      -2.453952954696e+02      -2.718134830823e+02      -1.620066894678e-01      -1.770690352370e+01      -1.770690352370e+01      -1.770690352370e+01      -2.546319918931e+02       1.145231105134e-01       1.145219048760e-01       5.436038467455e+02       4.242416730555e-01       1.923873605977e-01      -4.732858423686e-06       1.030978666374e-05      -3.947157305972e-06       2.109219011217e-01       2.121169477392e-01      -3.888786741917e-06       2.429685488337e-02       2.429685488337e-02       2.429685488337e-02       2.016205096743e-01       2.003281131777e-02       2.003281131777e-02       2.003281131777e-02       4.182191172008e-03       4.182191172008e-03       4.182191172008e-03       1.788716310401e+00       1.788716310401e+00       1.788716310401e+00 
       7.252893527873e-02      -1.552011199145e-01      -2.562892914137e+02      -2.836126120948e+02      -1.551463875414e-01      -1.737451962363e+01      -1.737451962363e+01      -1.737451962363e+01      -2.656730768522e+02       1.096231244026e-01       1.096220684122e-01       5.672029348621e+02       4.426911809820e-01       1.841653193655e-01      -4.562929505937e-06       9.997079873610e-06      -3.747573610232e-06       2.200485628340e-01       2.213418987823e-01      -3.691709155916e-06       2.377220617444e-02       2.377220617444e-02       2.377220617444e-02       2.103115934097e-01       1.912444149760e-02       1.912444149760e-02       1.912444149760e-02       4.150543924837e-03       4.150543924837e-03       4.150543924837e-03       1.752823853191e+00       1.752823853191e+00       1.752823853191e+00 
       7.557445145815e-02      -1.483557098191e-01      -2.650792067638e+02      -2.944696338136e+02      -1.483034379108e-01      -1.696520509506e+01      -1.696520509506e+01      -1.696520509506e+01      -2.756402905538e+02       1.047538634313e-01       1.047529571966e-01       5.889178114235e+02       4.593923979795e-01       1.759997264499e-01      -4.392376414391e-06       9.600516995488e-06      -3.629939259685e-06       2.281767520628e-01       2.296926223775e-01      -3.576612191239e-06       2.341840441912e-02       2.341840441912e-02       2.341840441912e-02       2.181641725978e-01       1.782111628573e-02       1.782111628573e-02       1.782111628573e-02       4.114235130044e-03       4.114235130044e-03       4.114235130044e-03       1.687472833844e+00       1.687472833844e+00       1.687472833844e+00 
       7.862703351243e-02      -1.415313524524e-01      -2.717586474532e+02      -3.043784041916e+02      -1.414815513508e-01      -1.653246523442e+01      -1.653246523442e+01      -1.653246523442e+01      -2.845301410702e+02       9.989919097043e-02       9.989838771323e-02       6.087361641067e+02       4.743336905072e-01       1.678614401961e-01      -4.226164119132e-06       9.283890926529e-06      -3.445363179496e-06       2.353078374582e-01       2.371634506522e-01      -3.394601292292e-06       2.285636942707e-02       2.285636942707e-02       2.285636942707e-02       2.251570861421e-01       1.709569069299e-02       1.709569069299e-02       1.709569069299e-02       4.091234838800e-03       4.091234838800e-03       4.091234838800e-03       1.628042741652e+00       1.628042741652e+00       1.628042741652e+00 
       8.170259982418e-02      -1.347453041877e-01      -2.764858706693e+02      -3.133840533521e+02      -1.346979666956e-01      -1.604245152125e+01      -1.604245152125e+01      -1.604245152125e+01      -2.924011434468e+02       9.507906106296e-02       9.507837237738e-02       6.267482726623e+02       4.876096775329e-01       1.597828383777e-01      -4.060298617716e-06       8.865038704934e-06      -3.364052770176e-06       2.415074587402e-01       2.438015229093e-01      -3.315857185316e-06       2.227874836080e-02       2.227874836080e-02       2.227874836080e-02       2.313463169926e-01       1.582914101729e-02       1.582914101729e-02       1.582914101729e-02       4.056749363067e-03       4.056749363067e-03       4.056749363067e-03       1.564500291654e+00       1.564500291654e+00       1.564500291654e+00 
       8.481414987063e-02      -1.280709811504e-01      -2.796021780520e+02      -3.216005238144e+02      -1.280260687993e-01      -1.553788575806e+01      -1.553788575806e+01      -1.553788575806e+01      -2.993978637525e+02       9.034200725510e-02       9.034139863110e-02       6.431820173419e+02       4.994494297956e-01       1.518434549302e-01      -3.895758162317e-06       8.521731413575e-06      -3.211209110273e-06       2.469200323818e-01       2.497215493547e-01      -3.165543093028e-06       2.165362650169e-02       2.165362650169e-02       2.165362650169e-02       2.368435000826e-01       1.507131390024e-02       1.507131390024e-02       1.507131390024e-02       4.035679984830e-03       4.035679984830e-03       4.035679984830e-03       1.497044036065e+00       1.497044036065e+00       1.497044036065e+00 
       8.797267822880e-02      -1.216010614786e-01      -2.816365399870e+02      -3.292177509450e+02      -1.215584958596e-01      -1.501413080718e+01      -1.501413080718e+01      -1.501413080718e+01      -3.057518413820e+02       8.575337016334e-02       8.575284575636e-02       6.584172639217e+02       5.102276361004e-01       1.441516496222e-01      -3.733560058494e-06       8.119841899093e-06      -3.124058381096e-06       2.517728297787e-01       2.551107372119e-01      -3.080838263439e-06       2.099561349035e-02       2.099561349035e-02       2.099561349035e-02       2.418325108580e-01       1.397505566133e-02       1.397505566133e-02       1.397505566133e-02       4.005066932231e-03       4.005066932231e-03       4.005066932231e-03       1.432441320802e+00       1.432441320802e+00       1.432441320802e+00 
       9.118777024248e-02      -1.154410729706e-01      -2.832858232940e+02      -3.365013666578e+02      -1.154007324007e-01      -1.449951129662e+01      -1.449951129662e+01      -1.449951129662e+01      -3.117819113524e+02       8.138709473056e-02       8.138663281315e-02       6.729852693486e+02       5.204596485640e-01       1.368300971905e-01      -3.575112539937e-06       7.778518368278e-06      -2.987727365023e-06       2.563715126100e-01       2.602268774627e-01      -2.946819256587e-06       2.033338920376e-02       2.033338920376e-02       2.033338920376e-02       2.465658284295e-01       1.322152047677e-02       1.322152047677e-02       1.322152047677e-02       3.984353331357e-03       3.984353331357e-03       3.984353331357e-03       1.369097755718e+00       1.369097755718e+00       1.369097755718e+00 
       9.446800373675e-02      -1.096927337959e-01      -2.853687127405e+02      -3.437799047830e+02      -1.096544554913e-01      -1.400009836992e+01      -1.400009836992e+01      -1.400009836992e+01      -3.178745537220e+02       7.731507381242e-02       7.731467317647e-02       6.875430931470e+02       5.307741269089e-01       1.299985274333e-01      -3.422075882635e-06       7.420769432117e-06      -2.884234915828e-06       2.610820136128e-01       2.653842179963e-01      -2.845458220889e-06       1.970236702251e-02       1.970236702251e-02       1.970236702251e-02       2.513502332639e-01       1.231157869586e-02       1.231157869586e-02       1.231157869586e-02       3.958257829420e-03       3.958257829420e-03       3.958257829420e-03       1.307392698771e+00       1.307392698771e+00       1.307392698771e+00 
       9.782122770461e-02      -1.044431309552e-01      -2.887524502423e+02      -3.514191851915e+02      -1.044067185166e-01      -1.354265225554e+01      -1.354265225554e+01      -1.354265225554e+01      -3.244542532110e+02       7.359786365996e-02       7.359751124147e-02       7.028223656503e+02       5.418620447630e-01       1.237578634801e-01      -3.276390026482e-06       7.113334881656e-06      -2.752698399648e-06       2.662999409315e-01       2.709283065463e-01      -2.715835202355e-06       1.911868866181e-02       1.911868866181e-02       1.911868866181e-02       2.565210185508e-01       1.160913088545e-02       1.160913088545e-02       1.160913088545e-02       3.936697873411e-03       3.936697873411e-03       3.936697873411e-03       1.246896389426e+00       1.246896389426e+00       1.246896389426e+00 
       1.012547601928e-01      -9.974823001003e-02      -2.942487121220e+02      -3.597836926825e+02      -9.971346601107e-02      -1.313775388047e+01      -1.313775388047e+01      -1.313775388047e+01      -3.319352625568e+02       7.027494312451e-02       7.027463355269e-02       7.195520494730e+02       5.544011022841e-01       1.181742467014e-01      -3.139461352074e-06       6.828526644467e-06      -2.625047663500e-06       2.724055895068e-01       2.771979612846e-01      -2.589857413290e-06       1.861593318431e-02       1.861593318431e-02       1.861593318431e-02       2.624065876690e-01       1.092709039525e-02       1.092709039525e-02       1.092709039525e-02       3.912277493217e-03       3.912277493217e-03       3.912277493217e-03       1.196880358220e+00       1.196880358220e+00       1.196880358220e+00 
       1.047755314805e-01      -9.562710706889e-02      -3.024938127100e+02      -3.691873400578e+02      -9.559376962628e-02      -1.277697931497e+01      -1.277697931497e+01      -1.277697931497e+01      -3.406640374222e+02       6.735729045439e-02       6.735701707273e-02       7.383599601727e+02       5.689616738528e-01       1.132665444484e-01      -3.013375850085e-06       6.580623258218e-06      -2.493265775456e-06       2.797098297592e-01       2.844783774221e-01      -2.459504290597e-06       1.810259505699e-02       1.810259505699e-02       1.810259505699e-02       2.692766328001e-01       1.033436719243e-02       1.033436719243e-02       1.033436719243e-02       3.892241879817e-03       3.892241879817e-03       3.892241879817e-03       1.158854106600e+00       1.158854106600e+00       1.158854106600e+00 
       1.083901892099e-01      -9.204363109499e-02      -3.138185254292e+02      -3.798392699800e+02      -9.201151280486e-02      -1.246889533395e+01      -1.246889533395e+01      -1.246889533395e+01      -3.508578627101e+02       6.482303787706e-02       6.482279624133e-02       7.596643902713e+02       5.859042989455e-01       1.089988581248e-01      -2.896632273570e-06       6.359482743392e-06      -2.362972975307e-06       2.883954436113e-01       2.929498190587e-01      -2.330414075675e-06       1.778548237975e-02       1.778548237975e-02       1.778548237975e-02       2.773113204155e-01       9.771187645010e-03       9.771187645009e-03       9.771187645010e-03       3.872023775029e-03       3.872023775029e-03       3.872023775029e-03       1.106754257989e+00       1.106754257989e+00       1.106754257989e+00 
       1.121051764222e-01      -8.892536592218e-02      -3.281386465451e+02      -3.917919838880e+02      -8.889429273062e-02      -1.222952853980e+01      -1.222952853980e+01      -1.222952853980e+01      -3.625464668732e+02       6.261674715180e-02       6.261653091659e-02       7.835703368994e+02       6.052853548613e-01       1.052793736831e-01      -2.790424973392e-06       6.181203224682e-06      -2.221615007171e-06       2.984651101746e-01       3.026404873590e-01      -2.190071692703e-06       1.747454411147e-02       1.747454411146e-02       1.747454411146e-02       2.865250069496e-01       9.358293747574e-03       9.358293747574e-03       9.358293747575e-03       3.848901425098e-03       3.848901425098e-03       3.848901425098e-03       1.074358397157e+00       1.074358397157e+00       1.074358397157e+00 
       1.159267899029e-01      -8.615090208338e-02      -3.448833952306e+02      -4.049020571653e+02      -8.612074965623e-02      -1.199480909603e+01      -1.199480909603e+01      -1.199480909603e+01      -3.755259532366e+02       6.065275619047e-02       6.065256455108e-02       8.097909565047e+02       6.267857060005e-01       1.019661653816e-01      -2.693587862395e-06       6.004313489034e-06      -2.107107775530e-06       3.097038280106e-01       3.133907765501e-01      -2.076450095089e-06       1.711683157583e-02       1.711683157583e-02       1.711683157583e-02       2.967559029052e-01       8.866122348849e-03       8.866122348851e-03       8.866122348849e-03       3.830955363510e-03       3.830955363510e-03       3.830955363510e-03       1.050648765117e+00       1.050648765117e+00       1.050648765117e+00 
       1.198612239783e-01      -8.356398137862e-02      -3.629903546487e+02      -4.188135790633e+02      -8.353468615656e-02      -1.179619813947e+01      -1.179619813947e+01      -1.179619813947e+01      -3.893526335694e+02       5.882527165384e-02       5.882509942956e-02       8.376144492032e+02       6.496874699107e-01       9.888310069791e-02      -2.601687858420e-06       5.856484966566e-06      -1.978411367918e-06       3.216704709993e-01       3.248417863768e-01      -1.948578607657e-06       1.701299049391e-02       1.701299049391e-02       1.701299049391e-02       3.076652959774e-01       8.518504719259e-03       8.518504719259e-03       8.518504719259e-03       3.810980583905e-03       3.810980583905e-03       3.810980583905e-03       1.004850560981e+00       1.004850560981e+00       1.004850560981e+00 
       1.239146034364e-01      -8.101603127785e-02      -3.810032377582e+02      -4.329824947381e+02      -8.098759326772e-02      -1.157994196929e+01      -1.157994196929e+01      -1.157994196929e+01      -4.033692650405e+02       5.702116709381e-02       5.702101403757e-02       8.659526994354e+02       6.729289118559e-01       9.584203424302e-02      -2.515939674161e-06       5.694449530940e-06      -1.882366743131e-06       3.337347358832e-01       3.364626025585e-01      -1.853369488794e-06       1.658120253123e-02       1.658120253123e-02       1.658120253123e-02       3.187098303047e-01       8.091399086099e-03       8.091399086098e-03       8.091399086098e-03       3.791498196658e-03       3.791498196658e-03       3.791498196658e-03       9.900980003101e-01       9.900980003101e-01       9.900980003101e-01 
       1.280930082793e-01      -7.834875286252e-02      -3.972752833319e+02      -4.467471318272e+02      -7.832122864875e-02      -1.134094655780e+01      -1.134094655780e+01      -1.134094655780e+01      -4.167981040764e+02       5.513827771815e-02       5.513814078392e-02       8.934823965654e+02       6.952433908704e-01       9.267252256476e-02      -2.429353011660e-06       5.533794219145e-06      -1.782353183797e-06       3.451621899684e-01       3.476199411704e-01      -1.754264814172e-06       1.644310244918e-02       1.644310244918e-02       1.644310244918e-02       3.293025632676e-01       7.735906051136e-03       7.735906051136e-03       7.735906051136e-03       3.773766456916e-03       3.773766456916e-03       3.773766456916e-03       9.430531274331e-01       9.430531274331e-01       9.430531274331e-01 
       1.324024923717e-01      -7.547047559398e-02      -4.102727141078e+02      -4.594458090737e+02      -7.544396112715e-02      -1.105318588090e+01      -1.105318588090e+01      -1.105318588090e+01      -4.288776533293e+02       5.310304752031e-02       5.310292741404e-02       9.188801701636e+02       7.153885285519e-01       8.925168098326e-02      -2.343561388101e-06       5.336901218247e-06      -1.720846476864e-06       3.552489490993e-01       3.576925704930e-01      -1.693782944099e-06       1.592547805549e-02       1.592547805549e-02       1.592547805549e-02       3.388131459979e-01       7.248473955966e-03       7.248473955972e-03       7.248473955970e-03       3.753452854532e-03       3.753452854532e-03       3.753452854532e-03       9.183280967244e-01       9.183280967244e-01       9.183280967243e-01 
       1.368490976204e-01      -7.232953709205e-02      -4.189437310329e+02      -4.705696531580e+02      -7.230414207296e-02      -1.072481649428e+01      -1.072481649428e+01      -1.072481649428e+01      -4.390429553859e+02       5.088637517809e-02       5.088626712660e-02       9.411282968813e+02       7.324343960293e-01       8.553034136487e-02      -2.253776412572e-06       5.154937268261e-06      -1.632301383714e-06       3.634880586586e-01       3.662155916227e-01      -1.606391968701e-06       1.556900122194e-02       1.556900122194e-02       1.556900122194e-02       3.468193381814e-01       6.965718467096e-03       6.965718467094e-03       6.965718467098e-03       3.739962835833e-03       3.739962835833e-03       3.739962835833e-03       8.725624848440e-01       8.725624848441e-01       8.725624848440e-01 
       1.414388650400e-01      -6.896389133339e-02      -4.230619986909e+02      -4.799139100605e+02      -6.893970954773e-02      -1.033705045996e+01      -1.033705045996e+01      -1.033705045996e+01      -4.470956497766e+02       4.851112193087e-02       4.851102932984e-02       9.598172614265e+02       7.460472963094e-01       8.154595032006e-02      -2.161509660000e-06       4.906902973226e-06      -1.602272346897e-06       3.697291311164e-01       3.730220705287e-01      -1.577626006596e-06       1.504982217101e-02       1.504982217101e-02       1.504982217101e-02       3.531512687745e-01       6.381799520406e-03       6.381799520404e-03       6.381799520405e-03       3.717623115651e-03       3.717623115651e-03       3.717623115651e-03       8.300735335470e-01       8.300735335464e-01       8.300735335464e-01 
       1.461778438677e-01      -6.547630008273e-02      -4.234527645113e+02      -4.876900864013e+02      -6.545338162082e-02      -9.929683745280e+00      -9.929683745281e+00      -9.929683745281e+00      -4.533314875722e+02       4.605016804761e-02       4.605008616953e-02       9.753700738107e+02       7.566927393611e-01       7.741912753681e-02      -2.067407981874e-06       4.685297362922e-06      -1.540252106762e-06       3.742884436144e-01       3.783448527540e-01      -1.516926582052e-06       1.442124239208e-02       1.442124239208e-02       1.442124239208e-02       3.580443038671e-01       6.020901765396e-03       6.020901765397e-03       6.020901765395e-03       3.702394107113e-03       3.702394107113e-03       3.702394107113e-03       7.892532149428e-01       7.892532149428e-01       7.892532149427e-01 
       1.510720997724e-01      -6.201784996606e-02      -4.219936023451e+02      -4.945548453728e+02      -6.199618185607e-02      -9.506905538987e+00      -9.506905538987e+00      -9.506905538987e+00      -4.585592817707e+02       4.361194140464e-02       4.361186949497e-02       9.891000541439e+02       7.656762659241e-01       7.333001880041e-02      -1.972737329257e-06       4.458147190183e-06      -1.482084221277e-06       3.779614169830e-01       3.828366728973e-01      -1.460064797273e-06       1.388216603583e-02       1.388216603583e-02       1.388216603583e-02       3.621466087058e-01       5.645379625236e-03       5.645379625234e-03       5.645379625236e-03       3.688284023851e-03       3.688284023851e-03       3.688284023851e-03       7.444016615718e-01       7.444016615718e-01       7.444016615718e-01 
       1.561277231260e-01      -5.876186401145e-02      -4.213254910030e+02      -5.015265106833e+02      -5.874136460675e-02      -9.102480404113e+00      -9.102480404113e+00      -9.102480404112e+00      -4.639933505797e+02       4.131713317663e-02       4.131707153844e-02       1.003043833555e+03       7.749672032494e-01       6.947940692317e-02      -1.880863402591e-06       4.222314213846e-06      -1.441081752504e-06       3.819084346554e-01       3.874821813487e-01      -1.420275994114e-06       1.335876772410e-02       1.335876772410e-02       1.335876772410e-02       3.664132954292e-01       5.176974095410e-03       5.176974095410e-03       5.176974095408e-03       3.667113384168e-03       3.667113384168e-03       3.667113384168e-03       6.975654942344e-01       6.975654942345e-01       6.975654942345e-01 
       1.613508382543e-01      -5.585535104380e-02      -4.242468222292e+02      -5.097621055000e+02      -5.583588168897e-02      -8.744825907448e+00      -8.744825907448e+00      -8.744825907448e+00      -4.709822013488e+02       3.926815908692e-02       3.926810501436e-02       1.019515442703e+03       7.867620082728e-01       6.603799765653e-02      -1.794993622428e-06       4.027377471061e-06      -1.377351431622e-06       3.873932442618e-01       3.933796465330e-01      -1.357603396635e-06       1.276861788758e-02       1.276861788758e-02       1.276861788758e-02       3.719050604124e-01       4.852165866951e-03       4.852165866951e-03       4.852165866952e-03       3.650626993279e-03       3.650626993279e-03       3.650626993279e-03       6.687017853783e-01       6.687017853783e-01       6.687017853783e-01 
       1.667476145583e-01      -5.337307257034e-02      -4.328972078372e+02      -5.202294121348e+02      -5.335446547661e-02      -8.438645265101e+00      -8.438645265101e+00      -8.438645265101e+00      -4.806223563483e+02       3.752003489211e-02       3.751998707291e-02       1.040450441811e+03       8.028564648333e-01       6.309787386321e-02      -1.716008879087e-06       3.860771021269e-06      -1.306133113620e-06       3.954175558373e-01       4.014269451611e-01      -1.287255615723e-06       1.242070640166e-02       1.242070640166e-02       1.242070640166e-02       3.795010459883e-01       4.577053473946e-03       4.577053473947e-03       4.577053473946e-03       3.635492597464e-03       3.635492597464e-03       3.635492597464e-03       6.274629213101e-01       6.274629213101e-01       6.274629213101e-01 
       1.723242803728e-01      -5.130332915278e-02      -4.479464059600e+02      -5.333543304101e+02      -5.128542531869e-02      -8.193756804468e+00      -8.193756804468e+00      -8.193756804468e+00      -4.933553754860e+02       3.606163907126e-02       3.606159659862e-02       1.066700622120e+03       8.239863563167e-01       6.064111611068e-02      -1.645631896984e-06       3.726979316384e-06      -1.228098622818e-06       4.063472007717e-01       4.119919682420e-01      -1.209916374345e-06       1.200414259871e-02       1.200414259871e-02       1.200414259871e-02       3.895352332044e-01       4.338947595097e-03       4.338947595097e-03       4.338947595097e-03       3.624192742547e-03       3.624192742547e-03       3.624192742547e-03       6.086971465561e-01       6.086971465561e-01       6.086971465560e-01 
       1.780871404226e-01      -4.953332413847e-02      -4.681027983794e+02      -5.487788922997e+02      -4.951601054163e-02      -7.989160551863e+00      -7.989160551863e+00      -7.989160551863e+00      -5.086987485285e+02       3.481561807486e-02       3.481557978080e-02       1.097550057788e+03       8.493859119537e-01       5.853950519791e-02      -1.581781205582e-06       3.610283559490e-06      -1.152668747060e-06       4.196728218860e-01       4.246918209168e-01      -1.135060057050e-06       1.179680356215e-02       1.179680356215e-02       1.179680356215e-02       4.016384754159e-01       4.180529528710e-03       4.180529528710e-03       4.180529528710e-03       3.604042442529e-03       3.604042442529e-03       3.604042442529e-03       5.760783615120e-01       5.760783615120e-01       5.760783615121e-01 
       1.840425977215e-01      -4.789962717977e-02      -4.903326594598e+02      -5.654431433110e+02      -4.788285813650e-02      -7.793254143414e+00      -7.793254143414e+00      -7.793254143414e+00      -5.253453641479e+02       3.366563158360e-02       3.366559857604e-02       1.130878848345e+03       8.769466042228e-01       5.659978356270e-02      -1.522716860380e-06       3.484037958701e-06      -1.101192331207e-06       4.341137402042e-01       4.384722179988e-01      -1.084112622331e-06       1.161610995621e-02       1.161610995621e-02       1.161610995621e-02       4.147706637117e-01       3.850110614332e-03       3.850110614334e-03       3.850110614328e-03       3.589127726947e-03       3.589127726947e-03       3.589127726947e-03       5.561831765794e-01       5.561831765794e-01       5.561831765794e-01 
       1.901971807605e-01      -4.621635061628e-02      -5.104382196778e+02      -5.816351564112e+02      -4.620015507566e-02      -7.593047242530e+00      -7.593047242530e+00      -7.593047242530e+00      -5.412925556611e+02       3.247898887661e-02       3.247895962525e-02       1.163263152329e+03       9.034096401553e-01       5.460092385209e-02      -1.465855072746e-06       3.377258765460e-06      -1.036817985597e-06       4.477774799188e-01       4.517037997712e-01      -1.020306452705e-06       1.114396012720e-02       1.114396012720e-02       1.114396012720e-02       4.273359136987e-01       3.642224854288e-03       3.642224854288e-03       3.642224854289e-03       3.583025038463e-03       3.583025038463e-03       3.583025038463e-03       5.339243065516e-01       5.339243065516e-01       5.339243065516e-01 
       1.965575768327e-01      -4.434263288223e-02      -5.246349113618e+02      -5.956718761797e+02      -4.432709202988e-02      -7.339223749545e+00      -7.339223749545e+00      -7.339223749546e+00      -5.546218798192e+02       3.115989842898e-02       3.115987160186e-02       1.191336879908e+03       9.256409330113e-01       5.238304538101e-02      -1.406884690098e-06       3.244256263320e-06      -9.922446588221e-07       4.588947934002e-01       4.628194901078e-01      -9.763978069656e-07       1.084599560689e-02       1.084599560690e-02       1.084599560689e-02       4.378413971938e-01       3.564060164911e-03       3.564060164910e-03       3.564060164913e-03       3.551650126467e-03       3.551650126466e-03       3.551650126467e-03       5.099282288370e-01       5.099282288369e-01       5.099282288370e-01 
       2.031306723558e-01      -4.225873065670e-02      -5.313572906540e+02      -6.067574426189e+02      -4.224393179241e-02      -7.069521192034e+00      -7.069521192034e+00      -7.069521192034e+00      -5.644629670622e+02       2.969361468673e-02       2.969359198652e-02       1.213508314582e+03       9.422017561383e-01       4.992100926434e-02      -1.345098749580e-06       3.102899171190e-06      -9.474776334030e-07       4.667003900948e-01       4.710999456721e-01      -9.323970774974e-07       1.061613738326e-02       1.061613738326e-02       1.061613738326e-02       4.455947250414e-01       3.220384777428e-03       3.220384777428e-03       3.220384777430e-03       3.553324995822e-03       3.553324995822e-03       3.553324995822e-03       4.832844545056e-01       4.832844545055e-01       4.832844545055e-01 
